Localidade;Rede;Taxa de Aprovação - 2015;Taxa de Aprovação - 2017;Taxa de Aprovação - 2019;SAEB - 2015;SAEB - 2017;SAEB - 2019;IDEB 2015;IDEB 2017;IDEB 2019;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Lourdes;Estadual;0,95;0,98;1,00;5,80;5,61;;5,5;5,5;;6,3;6,5;6,7;6,9;6º ao 9º ano;3527256
Lourdes;Pública;0,95;0,98;1,00;5,80;5,61;;5,5;5,5;;6,3;6,5;6,7;6,9;6º ao 9º ano;3527256
Louveira;Estadual;0,96;0,97;0,98;5,58;5,78;5,94;5,3;5,6;5,8;5,5;5,7;5,9;6,2;6º ao 9º ano;3527306
Louveira;Pública;0,96;0,97;0,98;5,58;5,78;5,94;5,3;5,6;5,8;5,5;5,7;5,9;6,2;6º ao 9º ano;3527306
Lucélia;Estadual;0,95;0,92;0,98;4,90;4,66;5,02;4,6;4,3;4,9;4,3;4,6;4,9;5,1;6º ao 9º ano;3527405
Lucélia;Municipal;0,99;0,96;0,94;5,56;5,80;6,20;5,5;5,6;5,9;5,7;5,9;6,1;6,4;6º ao 9º ano;3527405
Lucélia;Pública;0,97;0,94;0,96;5,29;5,24;5,67;5,1;4,9;5,4;5,1;5,4;5,6;5,9;6º ao 9º ano;3527405
Lucianópolis;Estadual;1,00;0,99;0,99;4,99;5,52;4,95;5,0;5,5;4,9;5,8;6,0;6,3;6,5;6º ao 9º ano;3527504
Lucianópolis;Pública;1,00;0,99;0,99;4,99;5,52;4,95;5,0;5,5;4,9;5,8;6,0;6,3;6,5;6º ao 9º ano;3527504
Luís Antônio;Municipal;0,82;0,84;0,84;5,26;5,27;5,63;4,3;4,4;4,7;5,0;5,3;5,5;5,8;6º ao 9º ano;3527603
Luís Antônio;Pública;0,82;0,84;0,84;5,26;5,27;5,63;4,3;4,4;4,7;5,0;5,3;5,5;5,8;6º ao 9º ano;3527603
Luiziânia;Estadual;0,97;0,93;0,99;5,28;5,40;5,47;5,1;5,0;5,4;5,6;5,9;6,1;6,3;6º ao 9º ano;3527702
Luiziânia;Pública;0,97;0,93;0,99;5,28;5,40;5,47;5,1;5,0;5,4;5,6;5,9;6,1;6,3;6º ao 9º ano;3527702
Lupércio;Estadual;0,94;0,94;0,98;5,16;4,78;4,99;4,9;4,5;4,9;5,1;5,4;5,6;5,9;6º ao 9º ano;3527801
Lupércio;Pública;0,94;0,94;0,98;5,16;4,78;4,99;4,9;4,5;4,9;5,1;5,4;5,6;5,9;6º ao 9º ano;3527801
Lutécia;Estadual;0,91;0,95;0,96;5,34;5,41;5,18;4,8;5,2;5,0;5,5;5,8;6,0;6,2;6º ao 9º ano;3527900
Lutécia;Pública;0,91;0,95;0,96;5,34;5,41;5,18;4,8;5,2;5,0;5,5;5,8;6,0;6,2;6º ao 9º ano;3527900
Macatuba;Estadual;0,99;0,94;0,95;5,03;5,51;5,76;5,0;5,2;5,4;6,0;6,2;6,5;6,7;6º ao 9º ano;3528007
Macatuba;Pública;0,99;0,94;0,95;5,03;5,51;5,76;5,0;5,2;5,4;6,0;6,2;6,5;6,7;6º ao 9º ano;3528007
Macaubal;Estadual;0,99;0,95;0,99;5,75;4,84;5,23;5,7;4,6;5,2;6,0;6,2;6,5;6,7;6º ao 9º ano;3528106
Macaubal;Pública;0,99;0,95;0,99;5,75;4,84;5,23;5,7;4,6;5,2;6,0;6,2;6,5;6,7;6º ao 9º ano;3528106
Macedônia;Estadual;0,96;0,98;0,99;5,63;6,00;5,60;5,4;5,9;5,6;5,8;6,0;6,2;6,4;6º ao 9º ano;3528205
Macedônia;Pública;0,96;0,98;0,99;5,63;6,00;5,60;5,4;5,9;5,6;5,8;6,0;6,2;6,4;6º ao 9º ano;3528205
Magda;Estadual;0,93;0,98;0,97;6,50;6,39;6,15;6,0;6,3;6,0;5,5;5,7;6,0;6,2;6º ao 9º ano;3528304
Magda;Pública;0,93;0,98;0,97;6,50;6,39;6,15;6,0;6,3;6,0;5,5;5,7;6,0;6,2;6º ao 9º ano;3528304
Mairinque;Estadual;;;;;;;;;;5,1;5,3;5,6;5,8;6º ao 9º ano;3528403
Mairinque;Municipal;0,87;0,86;0,90;5,42;5,40;5,52;4,7;4,7;5,0;5,6;5,8;6,1;6,3;6º ao 9º ano;3528403
Mairinque;Pública;0,87;0,86;0,90;5,42;5,40;5,52;4,7;4,7;5,0;5,5;5,8;6,0;6,2;6º ao 9º ano;3528403
Mairiporã;Estadual;0,98;0,98;0,98;5,01;5,11;5,35;4,9;5,0;5,3;4,8;5,1;5,3;5,6;6º ao 9º ano;3528502
Mairiporã;Pública;0,98;0,98;0,98;5,01;5,11;5,35;4,9;5,0;5,3;4,8;5,1;5,3;5,6;6º ao 9º ano;3528502
Manduri;Estadual;0,95;0,95;0,94;4,81;4,90;5,49;4,6;4,7;5,2;4,9;5,1;5,4;5,6;6º ao 9º ano;3528601
Manduri;Pública;0,95;0,95;0,94;4,81;4,90;5,49;4,6;4,7;5,2;4,9;5,1;5,4;5,6;6º ao 9º ano;3528601
Marabá Paulista;Estadual;0,96;0,99;1,00;5,25;4,88;5,37;5,0;4,8;5,4;5,4;5,6;5,8;6,1;6º ao 9º ano;3528700
Marabá Paulista;Municipal;;0,89;;;;;;;;;;;;6º ao 9º ano;3528700
Marabá Paulista;Pública;0,96;0,99;1,00;5,25;4,88;5,37;5,1;4,8;5,4;5,4;5,7;5,9;6,1;6º ao 9º ano;3528700
Maracaí;Estadual;0,99;0,96;0,98;5,86;5,63;5,82;5,8;5,4;5,7;5,0;5,2;5,5;5,7;6º ao 9º ano;3528809
Maracaí;Pública;0,99;0,96;0,98;5,86;5,63;5,82;5,8;5,4;5,7;5,0;5,2;5,5;5,7;6º ao 9º ano;3528809
Marapoama;Estadual;0,85;0,98;1,00;5,11;5,35;5,50;4,3;5,2;5,5;5,5;5,7;5,9;6,2;6º ao 9º ano;3528858
Marapoama;Pública;0,85;0,98;1,00;5,11;5,35;5,50;4,3;5,2;5,5;5,5;5,7;5,9;6,2;6º ao 9º ano;3528858
Mariápolis;Estadual;0,92;0,93;0,97;5,02;5,31;5,30;4,6;4,9;5,2;5,1;5,3;5,6;5,8;6º ao 9º ano;3528908
Mariápolis;Pública;0,92;0,93;0,97;5,02;5,31;5,30;4,6;4,9;5,2;5,1;5,3;5,6;5,8;6º ao 9º ano;3528908
Marília;Estadual;0,97;0,97;0,97;5,18;5,10;5,54;5,0;5,0;5,4;5,5;5,8;6,0;6,2;6º ao 9º ano;3529005
Marília;Pública;0,97;0,97;0,97;5,18;5,10;5,54;5,0;5,0;5,4;5,5;5,8;6,0;6,2;6º ao 9º ano;3529005
Marinópolis;Estadual;1,00;0,99;0,99;6,03;6,00;5,82;6,0;6,0;5,8;5,9;6,1;6,3;6,5;6º ao 9º ano;3529104
Marinópolis;Pública;1,00;0,99;0,99;6,03;6,00;5,82;6,0;6,0;5,8;5,9;6,1;6,3;6,5;6º ao 9º ano;3529104
Martinópolis;Estadual;0,95;0,94;0,97;4,83;5,37;5,37;4,6;5,1;5,2;4,9;5,2;5,4;5,7;6º ao 9º ano;3529203
Martinópolis;Municipal;0,98;0,98;0,94;;5,37;5,10;;5,3;4,8;6,1;6,3;6,5;6,7;6º ao 9º ano;3529203
Martinópolis;Pública;0,95;0,95;0,97;4,83;5,37;5,34;4,6;5,1;5,2;5,1;5,4;5,6;5,9;6º ao 9º ano;3529203
Matão;Estadual;0,98;0,98;0,98;5,29;5,37;5,56;5,2;5,3;5,5;5,9;6,1;6,3;6,5;6º ao 9º ano;3529302
Matão;Municipal;0,94;0,97;0,98;5,96;6,04;6,10;5,6;5,8;6,0;5,9;6,2;6,4;6,6;6º ao 9º ano;3529302
Matão;Pública;0,96;0,97;0,98;5,35;5,63;5,74;5,2;5,5;5,6;5,9;6,1;6,3;6,5;6º ao 9º ano;3529302
Mauá;Estadual;0,93;0,93;0,96;5,08;5,31;5,57;4,7;5,0;5,3;5,2;5,5;5,7;6,0;6º ao 9º ano;3529401
Mauá;Municipal;0,79;0,86;0,96;4,99;5,05;5,72;3,9;4,3;5,5;4,5;4,8;5,0;5,3;6º ao 9º ano;3529401
Mauá;Pública;0,93;0,93;0,96;5,08;5,30;5,57;4,7;4,9;5,3;5,2;5,5;5,7;6,0;6º ao 9º ano;3529401
Mendonça;Estadual;0,95;0,98;0,98;6,02;5,96;5,88;5,7;5,8;5,8;6,3;6,5;6,7;6,9;6º ao 9º ano;3529500
Mendonça;Pública;0,95;0,98;0,98;6,02;5,96;5,88;5,7;5,8;5,8;6,3;6,5;6,7;6,9;6º ao 9º ano;3529500
Meridiano;Estadual;0,97;0,98;0,99;5,32;6,09;6,14;5,2;6,0;6,1;6,0;6,2;6,4;6,6;6º ao 9º ano;3529609
Meridiano;Pública;0,97;0,98;0,99;5,32;6,09;6,14;5,2;6,0;6,1;6,0;6,2;6,4;6,6;6º ao 9º ano;3529609
Mesópolis;Estadual;0,82;0,97;0,98;5,77;5,19;5,91;4,7;5,0;5,8;5,9;6,1;6,3;6,5;6º ao 9º ano;3529658
Mesópolis;Pública;0,82;0,97;0,98;5,77;5,19;5,91;4,7;5,0;5,8;5,9;6,1;6,3;6,5;6º ao 9º ano;3529658
Miguelópolis;Estadual;;;;;;;;;;3,7;3,9;4,2;4,5;6º ao 9º ano;3529708
Miguelópolis;Municipal;0,84;0,89;0,85;4,81;4,46;5,20;4,1;4,0;4,4;5,0;5,2;5,5;5,7;6º ao 9º ano;3529708
Miguelópolis;Pública;0,84;0,89;0,85;4,81;4,46;5,20;4,1;4,0;4,4;4,5;4,8;5,0;5,3;6º ao 9º ano;3529708
Mineiros do Tietê;Estadual;0,96;0,95;0,98;5,30;5,05;;5,1;4,8;;5,1;5,4;5,6;5,9;6º ao 9º ano;3529807
Mineiros do Tietê;Pública;0,96;0,95;0,98;5,30;5,05;;5,1;4,8;;5,1;5,4;5,6;5,9;6º ao 9º ano;3529807
Miracatu;Estadual;0,95;0,93;0,99;5,03;4,94;5,31;4,8;4,6;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3529906
Miracatu;Pública;0,95;0,93;0,99;5,03;4,94;5,31;4,8;4,6;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3529906
Mira Estrela;Estadual;0,98;0,96;1,00;5,92;5,80;6,21;5,8;5,6;6,2;6,1;6,3;6,5;6,7;6º ao 9º ano;3530003
Mira Estrela;Pública;0,98;0,96;1,00;5,92;5,80;6,21;5,8;5,6;6,2;6,1;6,3;6,5;6,7;6º ao 9º ano;3530003
Mirandópolis;Estadual;0,98;0,97;1,00;4,99;5,19;5,39;4,9;5,0;5,4;5,2;5,5;5,7;6,0;6º ao 9º ano;3530102
Mirandópolis;Pública;0,98;0,97;1,00;4,99;5,19;5,39;4,9;5,0;5,4;5,2;5,5;5,7;6,0;6º ao 9º ano;3530102
Mirante do Paranapanema;Estadual;0,97;0,96;0,99;5,09;5,29;5,07;4,9;5,1;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3530201
Mirante do Paranapanema;Pública;0,97;0,96;0,99;5,09;5,29;5,07;4,9;5,1;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3530201
Mirassol;Estadual;0,97;0,96;0,98;5,64;5,65;5,74;5,5;5,5;5,6;5,7;5,9;6,1;6,3;6º ao 9º ano;3530300
Mirassol;Pública;0,97;0,96;0,98;5,64;5,65;5,74;5,5;5,5;5,6;5,7;5,9;6,1;6,3;6º ao 9º ano;3530300
Mirassolândia;Estadual;0,92;0,83;0,99;5,06;5,04;5,13;4,7;4,2;5,1;5,3;5,5;5,7;6,0;6º ao 9º ano;3530409
Mirassolândia;Pública;0,92;0,83;0,99;5,06;5,04;5,13;4,7;4,2;5,1;5,3;5,5;5,7;6,0;6º ao 9º ano;3530409
Mococa;Estadual;0,96;0,96;0,97;5,27;5,29;5,31;5,0;5,1;5,2;5,3;5,5;5,8;6,0;6º ao 9º ano;3530508
Mococa;Municipal;0,92;0,95;0,97;5,84;6,06;6,07;5,4;5,8;5,9;5,7;6,0;6,2;6,4;6º ao 9º ano;3530508
Mococa;Pública;0,95;0,96;0,97;5,34;5,40;5,43;5,1;5,2;5,3;5,3;5,5;5,8;6,0;6º ao 9º ano;3530508
Mogi das Cruzes;Estadual;0,95;0,95;0,98;4,89;5,02;5,09;4,7;4,8;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3530607
Mogi das Cruzes;Municipal;0,92;0,97;0,99;6,28;5,89;6,02;5,7;5,7;6,0;6,0;6,2;6,4;6,6;6º ao 9º ano;3530607
Mogi das Cruzes;Pública;0,95;0,95;0,98;4,93;5,05;5,13;4,7;4,8;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3530607
Mogi Guaçu;Estadual;0,91;0,92;0,95;5,50;5,74;5,63;5,0;5,3;5,4;5,2;5,5;5,7;5,9;6º ao 9º ano;3530706
Mogi Guaçu;Municipal;0,95;0,95;0,97;5,90;6,19;6,05;5,6;5,9;5,9;6,2;6,4;6,6;6,8;6º ao 9º ano;3530706
Mogi Guaçu;Pública;0,93;0,94;0,96;5,73;5,98;5,85;5,3;5,6;5,6;5,2;5,5;5,7;5,9;6º ao 9º ano;3530706
Mogi Mirim;Estadual;0,91;0,92;0,94;5,04;5,08;5,08;4,6;4,7;4,8;5,1;5,4;5,6;5,9;6º ao 9º ano;3530805
Mogi Mirim;Municipal;0,86;0,89;0,96;5,54;6,10;6,11;4,8;5,4;5,8;4,6;4,9;5,1;5,4;6º ao 9º ano;3530805
Mogi Mirim;Pública;0,90;0,91;0,95;5,17;5,41;5,37;4,6;4,9;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3530805
Mombuca;Estadual;;;;;;;;;;4,5;4,8;5,1;5,3;6º ao 9º ano;3530904
Mombuca;Municipal;0,83;0,86;0,94;5,60;5,49;5,77;4,6;4,7;5,4;5,1;5,4;5,6;5,9;6º ao 9º ano;3530904
Mombuca;Pública;0,83;0,86;0,94;5,60;5,49;5,77;4,6;4,7;5,4;4,5;4,8;5,1;5,3;6º ao 9º ano;3530904
Monções;Estadual;1,00;0,98;0,99;5,09;6,07;5,46;5,1;5,9;5,4;5,5;5,7;5,9;6,1;6º ao 9º ano;3531001
Monções;Pública;1,00;0,98;0,99;5,09;6,07;5,46;5,1;5,9;5,4;5,5;5,7;5,9;6,1;6º ao 9º ano;3531001
Mongaguá;Estadual;;;;;;;;;;5,0;5,2;5,5;5,7;6º ao 9º ano;3531100
Mongaguá;Municipal;0,91;0,93;0,94;4,98;5,15;5,35;4,5;4,8;5,1;4,8;5,1;5,3;5,6;6º ao 9º ano;3531100
Mongaguá;Pública;0,91;0,93;0,94;4,98;5,15;5,35;4,5;4,8;5,1;5,0;5,2;5,5;5,7;6º ao 9º ano;3531100
Monte Alegre do Sul;Municipal;0,74;0,73;0,83;6,60;6,49;6,70;4,9;4,7;5,6;5,2;5,5;5,7;5,9;6º ao 9º ano;3531209
Monte Alegre do Sul;Pública;0,74;0,73;0,83;6,60;6,49;6,70;4,9;4,7;5,6;5,2;5,5;5,7;5,9;6º ao 9º ano;3531209
Monte Alto;Estadual;0,95;0,97;0,99;5,27;5,41;5,58;5,0;5,3;5,5;5,5;5,7;6,0;6,2;6º ao 9º ano;3531308
Monte Alto;Municipal;0,97;0,99;0,99;5,02;5,38;5,33;4,9;5,3;5,3;5,3;5,5;5,7;6,0;6º ao 9º ano;3531308
Monte Alto;Pública;0,96;0,98;0,99;5,16;5,40;5,47;5,0;5,3;5,4;5,4;5,7;5,9;6,1;6º ao 9º ano;3531308
Monte Aprazível;Estadual;0,97;0,95;1,00;4,91;5,13;5,72;4,8;4,9;5,7;5,4;5,6;5,8;6,1;6º ao 9º ano;3531407
Monte Aprazível;Municipal;0,98;0,97;0,99;5,21;5,27;5,39;5,1;5,1;5,3;5,4;5,6;5,8;6,1;6º ao 9º ano;3531407
Monte Aprazível;Pública;0,98;0,97;0,99;5,15;5,23;5,43;5,0;5,1;5,4;5,4;5,6;5,8;6,1;6º ao 9º ano;3531407
Monte Azul Paulista;Estadual;0,96;0,97;0,98;5,74;5,19;5,05;5,5;5,0;4,9;4,6;4,9;5,2;5,4;6º ao 9º ano;3531506
Monte Azul Paulista;Municipal;0,94;0,98;1,00;5,24;5,29;5,69;4,9;5,2;5,7;5,4;5,6;5,9;6,1;6º ao 9º ano;3531506
Monte Azul Paulista;Pública;0,95;0,97;0,99;5,55;5,23;5,36;5,3;5,1;5,3;4,8;5,0;5,3;5,5;6º ao 9º ano;3531506
Monte Castelo;Estadual;1,00;0,95;0,97;5,32;5,04;5,32;5,3;4,8;5,2;5,8;6,1;6,3;6,5;6º ao 9º ano;3531605
Monte Castelo;Pública;1,00;0,95;0,97;5,32;5,04;5,32;5,3;4,8;5,2;5,8;6,1;6,3;6,5;6º ao 9º ano;3531605
Monteiro Lobato;Estadual;0,87;0,86;0,94;5,46;5,73;5,87;4,7;4,9;5,5;5,1;5,4;5,6;5,9;6º ao 9º ano;3531704
Monteiro Lobato;Pública;0,87;0,86;0,94;5,46;5,73;5,87;4,7;4,9;5,5;5,1;5,4;5,6;5,9;6º ao 9º ano;3531704
Monte Mor;Estadual;0,95;0,95;0,94;5,09;4,92;5,46;4,8;4,7;5,1;5,4;5,7;5,9;6,1;6º ao 9º ano;3531803
Monte Mor;Municipal;0,86;0,89;0,92;5,79;5,99;5,95;5,0;5,3;5,5;5,0;5,2;5,5;5,7;6º ao 9º ano;3531803
Monte Mor;Pública;0,89;0,91;0,93;5,44;5,54;5,77;4,9;5,1;5,4;5,4;5,7;5,9;6,1;6º ao 9º ano;3531803
Morro Agudo;Estadual;0,96;0,89;0,91;4,99;5,18;4,95;4,8;4,6;4,5;4,7;4,9;5,2;5,5;6º ao 9º ano;3531902
Morro Agudo;Municipal;0,94;0,94;0,91;5,31;5,66;5,14;5,0;5,3;4,7;3,7;4,0;4,2;4,5;6º ao 9º ano;3531902
Morro Agudo;Pública;0,95;0,92;0,91;5,17;5,51;5,08;4,9;5,1;4,6;4,7;4,9;5,2;5,5;6º ao 9º ano;3531902
Morungaba;Estadual;0,95;0,94;0,94;5,32;5,60;5,81;5,0;5,2;5,5;5,7;6,0;6,2;6,4;6º ao 9º ano;3532009
Morungaba;Municipal;0,91;0,94;0,96;4,66;5,57;5,16;4,3;5,2;4,9;5,0;5,3;5,5;5,8;6º ao 9º ano;3532009
Morungaba;Pública;0,93;0,94;0,95;5,01;5,59;5,43;4,7;5,2;5,1;5,5;5,7;5,9;6,2;6º ao 9º ano;3532009
Motuca;Municipal;0,84;0,87;0,90;5,79;6,03;5,28;4,9;5,3;4,7;5,6;5,8;6,1;6,3;6º ao 9º ano;3532058
Motuca;Pública;0,84;0,87;0,90;5,79;6,03;5,28;4,9;5,3;4,7;5,6;5,8;6,1;6,3;6º ao 9º ano;3532058
Murutinga do Sul;Estadual;0,95;0,93;0,97;5,13;4,77;5,47;4,9;4,4;5,3;4,8;5,1;5,3;5,6;6º ao 9º ano;3532108
Murutinga do Sul;Pública;0,95;0,93;0,97;5,13;4,77;5,47;4,9;4,4;5,3;4,8;5,1;5,3;5,6;6º ao 9º ano;3532108
Nantes;Estadual;1,00;1,00;0,98;5,05;5,62;5,43;5,1;5,6;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3532157
Nantes;Pública;1,00;1,00;0,98;5,05;5,62;5,43;5,1;5,6;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3532157
Narandiba;Municipal;0,94;0,95;0,96;5,25;5,21;4,77;4,9;5,0;4,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3532207
Narandiba;Pública;0,94;0,95;0,96;5,25;5,21;4,77;4,9;5,0;4,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3532207
Natividade da Serra;Estadual;0,99;0,97;0,99;5,13;5,63;5,22;5,1;5,5;5,2;4,7;4,9;5,2;5,4;6º ao 9º ano;3532306
Natividade da Serra;Municipal;0,97;0,97;;;;;;;;5,2;5,5;5,7;5,9;6º ao 9º ano;3532306
Natividade da Serra;Pública;0,98;0,97;0,99;5,13;5,63;5,22;5,1;5,5;5,2;4,8;5,1;5,3;5,6;6º ao 9º ano;3532306
Nazaré Paulista;Estadual;0,97;0,99;0,99;4,82;5,07;5,41;4,7;5,0;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3532405
Nazaré Paulista;Pública;0,97;0,99;0,99;4,82;5,07;5,41;4,7;5,0;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3532405
Neves Paulista;Estadual;0,99;0,98;0,99;5,33;5,50;5,47;5,3;5,4;5,4;5,0;5,3;5,5;5,8;6º ao 9º ano;3532504
Neves Paulista;Pública;0,99;0,98;0,99;5,33;5,50;5,47;5,3;5,4;5,4;5,0;5,3;5,5;5,8;6º ao 9º ano;3532504
Nhandeara;Estadual;0,98;0,97;0,99;5,36;5,43;5,71;5,3;5,3;5,7;6,2;6,4;6,6;6,8;6º ao 9º ano;3532603
Nhandeara;Pública;0,98;0,97;0,99;5,36;5,43;5,71;5,3;5,3;5,7;6,2;6,4;6,6;6,8;6º ao 9º ano;3532603
Nipoã;Estadual;0,96;0,95;0,97;5,18;5,13;5,32;5,0;4,9;5,2;5,1;5,4;5,6;5,8;6º ao 9º ano;3532702
Nipoã;Pública;0,96;0,95;0,97;5,18;5,13;5,32;5,0;4,9;5,2;5,1;5,4;5,6;5,8;6º ao 9º ano;3532702
Nova Aliança;Estadual;0,85;0,83;0,80;5,84;5,84;5,20;5,0;4,8;4,1;5,7;5,9;6,2;6,4;6º ao 9º ano;3532801
Nova Aliança;Municipal;0,90;0,76;0,82;;4,72;5,91;;3,6;4,8;5,1;5,4;5,6;5,8;6º ao 9º ano;3532801
Nova Aliança;Pública;0,86;0,81;0,80;5,84;5,64;5,31;5,0;4,6;4,2;5,5;5,7;6,0;6,2;6º ao 9º ano;3532801
Nova Campina;Municipal;0,93;0,96;0,95;4,65;4,94;5,26;4,3;4,8;5,0;4,7;4,9;5,2;5,4;6º ao 9º ano;3532827
Nova Campina;Pública;0,93;0,96;0,95;4,65;4,94;5,26;4,3;4,8;5,0;4,7;4,9;5,2;5,4;6º ao 9º ano;3532827
Nova Canaã Paulista;Estadual;1,00;1,00;1,00;5,27;5,74;6,41;5,3;5,7;6,4;6,0;6,2;6,4;6,6;6º ao 9º ano;3532843
Nova Canaã Paulista;Pública;1,00;1,00;1,00;5,27;5,74;6,41;5,3;5,7;6,4;6,0;6,2;6,4;6,6;6º ao 9º ano;3532843
Nova Castilho;Estadual;;1,00;;;5,69;;;5,7;;4,8;5,1;5,3;5,6;6º ao 9º ano;3532868
Nova Castilho;Pública;;1,00;;;5,69;;;5,7;;4,8;5,1;5,3;5,6;6º ao 9º ano;3532868
Nova Europa;Municipal;0,94;0,97;0,99;4,71;5,18;5,49;4,4;5,0;5,5;5,4;5,7;5,9;6,1;6º ao 9º ano;3532900
Nova Europa;Pública;0,94;0,97;0,99;4,71;5,18;5,49;4,4;5,0;5,5;5,4;5,7;5,9;6,1;6º ao 9º ano;3532900
Nova Granada;Estadual;0,89;0,93;0,96;4,70;5,17;5,27;4,2;4,8;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3533007
Nova Granada;Pública;0,89;0,93;0,96;4,70;5,17;5,27;4,2;4,8;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3533007
Nova Guataporanga;Estadual;0,99;0,98;1,00;5,43;6,27;6,19;5,4;6,2;6,2;5,5;5,7;5,9;6,2;6º ao 9º ano;3533106
Nova Guataporanga;Pública;0,99;0,98;1,00;5,43;6,27;6,19;5,4;6,2;6,2;5,5;5,7;5,9;6,2;6º ao 9º ano;3533106
Nova Independência;Municipal;0,91;0,92;0,93;5,22;5,32;4,65;4,7;4,9;4,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3533205
Nova Independência;Pública;0,91;0,92;0,93;5,22;5,32;4,65;4,7;4,9;4,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3533205
Novais;Municipal;0,93;0,96;0,96;5,18;4,90;5,64;4,8;4,7;5,4;5,3;5,6;5,8;6,0;6º ao 9º ano;3533254
Novais;Pública;0,93;0,96;0,96;5,18;4,90;5,64;4,8;4,7;5,4;5,3;5,6;5,8;6,0;6º ao 9º ano;3533254
Nova Luzitânia;Estadual;0,94;0,94;0,99;5,85;5,58;5,65;5,5;5,3;5,6;5,8;6,0;6,2;6,4;6º ao 9º ano;3533304
Nova Luzitânia;Pública;0,94;0,94;0,99;5,85;5,58;5,65;5,5;5,3;5,6;5,8;6,0;6,2;6,4;6º ao 9º ano;3533304
Nova Odessa;Estadual;0,98;0,98;0,99;5,41;5,37;5,56;5,3;5,3;5,5;5,8;6,0;6,2;6,5;6º ao 9º ano;3533403
Nova Odessa;Pública;0,98;0,98;0,99;5,41;5,37;5,56;5,3;5,3;5,5;5,8;6,0;6,2;6,5;6º ao 9º ano;3533403
Novo Horizonte;Estadual;0,92;0,94;0,98;5,10;5,32;4,78;4,7;5,0;4,7;4,8;5,0;5,3;5,6;6º ao 9º ano;3533502
Novo Horizonte;Municipal;0,99;0,99;1,00;6,81;7,26;6,70;6,7;7,2;6,7;5,0;5,3;5,5;5,8;6º ao 9º ano;3533502
Novo Horizonte;Pública;0,98;0,99;1,00;6,34;6,81;6,44;6,2;6,7;6,4;4,7;5,0;5,2;5,5;6º ao 9º ano;3533502
Nuporanga;Estadual;;;;;;;;;;5,6;5,8;6,0;6,3;6º ao 9º ano;3533601
Nuporanga;Municipal;0,81;0,86;0,94;5,77;6,55;6,08;4,7;5,6;5,7;5,7;5,9;6,1;6,4;6º ao 9º ano;3533601
Nuporanga;Pública;0,81;0,86;0,94;5,77;6,55;6,08;4,7;5,6;5,7;5,6;5,8;6,0;6,3;6º ao 9º ano;3533601
Ocauçu;Estadual;0,99;0,99;0,99;4,95;5,29;5,62;4,9;5,2;5,6;5,5;5,8;6,0;6,2;6º ao 9º ano;3533700
Ocauçu;Pública;0,99;0,99;0,99;4,95;5,29;5,62;4,9;5,2;5,6;5,5;5,8;6,0;6,2;6º ao 9º ano;3533700
Óleo;Estadual;0,97;0,97;0,99;5,25;5,90;5,07;5,1;5,7;5,0;4,7;4,9;5,2;5,4;6º ao 9º ano;3533809
Óleo;Pública;0,97;0,97;0,99;5,25;5,90;5,07;5,1;5,7;5,0;4,7;4,9;5,2;5,4;6º ao 9º ano;3533809
Olímpia;Estadual;0,99;0,99;1,00;5,38;5,63;5,67;5,3;5,6;5,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3533908
Olímpia;Pública;0,99;0,99;1,00;5,38;5,63;5,67;5,3;5,6;5,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3533908
Onda Verde;Estadual;0,98;0,97;0,94;5,39;4,78;4,79;5,3;4,6;4,5;5,7;5,9;6,1;6,3;6º ao 9º ano;3534005
Onda Verde;Pública;0,98;0,97;0,94;5,39;4,78;4,79;5,3;4,6;4,5;5,7;5,9;6,1;6,3;6º ao 9º ano;3534005
Oriente;Estadual;0,95;0,98;0,98;4,65;4,86;4,74;4,4;4,8;4,7;5,9;6,1;6,4;6,6;6º ao 9º ano;3534104
Oriente;Pública;0,95;0,98;0,98;4,65;4,86;4,74;4,4;4,8;4,7;5,9;6,1;6,4;6,6;6º ao 9º ano;3534104
Orindiúva;Municipal;0,99;1,00;1,00;5,78;5,84;6,01;5,7;5,8;6,0;6,0;6,2;6,4;6,6;6º ao 9º ano;3534203
Orindiúva;Pública;0,99;1,00;1,00;5,78;5,84;6,01;5,7;5,8;6,0;6,0;6,2;6,4;6,6;6º ao 9º ano;3534203
