Localidade;Rede;IDEB 2015;IDEB 2017;IDEB 2019;IDEB 2021;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Magda;Estadual;;4,5;4,9;;;;4,7;5,0;Ensino médio;3528304
Magda;Pública;;4,5;4,9;;;;4,7;5,0;Ensino médio;3528304
Mairinque;Estadual;;4,6;5,0;4,6;;;4,8;5,1;Ensino médio;3528403
Mairinque;Pública;;4,6;5,0;4,6;;;4,8;5,1;Ensino médio;3528403
Mairiporã;Estadual;;4,0;4,4;4,5;;;4,2;4,4;Ensino médio;3528502
Mairiporã;Pública;;4,0;4,4;4,5;;;4,2;4,4;Ensino médio;3528502
Manduri;Estadual;;4,1;;4,1;;;4,3;4,5;Ensino médio;3528601
Manduri;Pública;;4,1;;4,1;;;4,3;4,5;Ensino médio;3528601
Marabá Paulista;Estadual;;4,2;4,4;4,3;;;4,4;4,7;Ensino médio;3528700
Marabá Paulista;Pública;;4,2;4,4;4,3;;;4,4;4,7;Ensino médio;3528700
Maracaí;Estadual;;4,0;4,8;4,5;;;4,2;4,4;Ensino médio;3528809
Maracaí;Pública;;4,0;4,8;4,5;;;4,2;4,4;Ensino médio;3528809
Marapoama;Estadual;;3,9;4,2;4,6;;;4,1;4,3;Ensino médio;3528858
Marapoama;Pública;;3,9;4,2;4,6;;;4,1;4,3;Ensino médio;3528858
Mariápolis;Estadual;;3,3;;3,7;;;3,5;3,7;Ensino médio;3528908
Mariápolis;Pública;;3,3;;3,7;;;3,5;3,7;Ensino médio;3528908
Marília;Estadual;;4,0;4,5;4,5;;;4,3;4,5;Ensino médio;3529005
Marília;Pública;;4,0;4,5;4,5;;;4,3;4,5;Ensino médio;3529005
Marinópolis;Estadual;;5,1;5,3;5,5;;;5,3;5,5;Ensino médio;3529104
Marinópolis;Pública;;5,1;5,3;5,5;;;5,3;5,5;Ensino médio;3529104
Martinópolis;Estadual;;4,0;4,9;4,5;;;4,2;4,4;Ensino médio;3529203
Martinópolis;Pública;;4,0;4,9;4,5;;;4,2;4,4;Ensino médio;3529203
Matão;Estadual;;4,3;4,7;4,7;;;4,5;4,7;Ensino médio;3529302
Matão;Federal;;;;;;;;;Ensino médio;3529302
Matão;Municipal;;6,2;6,6;6,6;;;6,4;6,6;Ensino médio;3529302
Matão;Pública;;4,5;4,9;5,1;;;4,7;4,9;Ensino médio;3529302
Mauá;Estadual;;3,9;4,3;4,4;;;4,1;4,3;Ensino médio;3529401
Mauá;Pública;;3,9;4,3;4,4;;;4,1;4,3;Ensino médio;3529401
Mendonça;Estadual;;4,5;5,4;;;;4,7;4,9;Ensino médio;3529500
Mendonça;Pública;;4,5;5,4;;;;4,7;4,9;Ensino médio;3529500
Meridiano;Estadual;;4,1;5,2;;;;4,3;4,5;Ensino médio;3529609
Meridiano;Pública;;4,1;5,2;;;;4,3;4,5;Ensino médio;3529609
Mesópolis;Estadual;;5,2;4,7;;;;5,4;5,6;Ensino médio;3529658
Mesópolis;Pública;;5,2;4,7;;;;5,4;5,6;Ensino médio;3529658
Miguelópolis;Estadual;;3,8;4,5;4,2;;;4,0;4,3;Ensino médio;3529708
Miguelópolis;Pública;;3,8;4,5;4,2;;;4,0;4,3;Ensino médio;3529708
Mineiros do Tietê;Estadual;;4,1;;;;;4,3;4,5;Ensino médio;3529807
Mineiros do Tietê;Pública;;4,1;;;;;4,3;4,5;Ensino médio;3529807
Miracatu;Estadual;;3,8;4,6;4,1;;;4,0;4,2;Ensino médio;3529906
Miracatu;Pública;;3,8;4,6;4,1;;;4,0;4,2;Ensino médio;3529906
Mira Estrela;Estadual;;4,6;4,6;4,8;;;4,8;5,0;Ensino médio;3530003
Mira Estrela;Pública;;4,6;4,6;4,8;;;4,8;5,0;Ensino médio;3530003
Mirandópolis;Estadual;;4,2;4,6;4,5;;;4,4;4,6;Ensino médio;3530102
Mirandópolis;Pública;;4,2;4,6;4,5;;;4,4;4,6;Ensino médio;3530102
Mirante do Paranapanema;Estadual;;3,7;4,8;;;;3,9;4,1;Ensino médio;3530201
Mirante do Paranapanema;Pública;;3,7;4,8;;;;3,9;4,1;Ensino médio;3530201
Mirassol;Estadual;;4,5;5,0;4,6;;;4,7;4,9;Ensino médio;3530300
Mirassol;Pública;;4,5;5,0;4,6;;;4,7;4,9;Ensino médio;3530300
Mirassolândia;Estadual;;3,4;4,5;;;;3,6;3,8;Ensino médio;3530409
Mirassolândia;Pública;;3,4;4,5;;;;3,6;3,8;Ensino médio;3530409
Mococa;Estadual;;4,2;4,5;4,5;;;4,4;4,7;Ensino médio;3530508
Mococa;Municipal;;3,9;3,3;1,2;;;4,1;4,4;Ensino médio;3530508
Mococa;Pública;;4,2;4,4;1,3;;;4,4;4,6;Ensino médio;3530508
Mogi das Cruzes;Estadual;;3,9;4,3;4,4;;;4,2;4,4;Ensino médio;3530607
Mogi das Cruzes;Pública;;3,9;4,3;4,4;;;4,2;4,4;Ensino médio;3530607
Mogi Guaçu;Estadual;;4,2;4,7;4,6;;;4,4;4,6;Ensino médio;3530706
Mogi Guaçu;Municipal;;5,8;5,7;;;;6,0;6,2;Ensino médio;3530706
Mogi Guaçu;Pública;;4,4;4,8;4,6;;;4,6;4,8;Ensino médio;3530706
Mogi Mirim;Estadual;;4,1;4,8;4,8;;;4,4;4,6;Ensino médio;3530805
Mogi Mirim;Pública;;4,1;4,8;4,8;;;4,4;4,6;Ensino médio;3530805
Mombuca;Estadual;;4,4;5,5;5,0;;;4,7;4,9;Ensino médio;3530904
Mombuca;Pública;;4,4;5,5;5,0;;;4,7;4,9;Ensino médio;3530904
Monções;Estadual;;4,1;4,8;;;;4,3;4,6;Ensino médio;3531001
Monções;Pública;;4,1;4,8;;;;4,3;4,6;Ensino médio;3531001
Mongaguá;Estadual;;3,3;4,2;4,1;;;3,5;3,7;Ensino médio;3531100
Mongaguá;Pública;;3,3;4,2;4,1;;;3,5;3,7;Ensino médio;3531100
Monte Alegre do Sul;Estadual;;4,9;5,2;5,3;;;5,2;5,4;Ensino médio;3531209
Monte Alegre do Sul;Pública;;4,9;5,2;5,3;;;5,2;5,4;Ensino médio;3531209
Monte Alto;Estadual;;4,3;4,8;4,2;;;4,5;4,7;Ensino médio;3531308
Monte Alto;Pública;;4,3;4,8;4,2;;;4,5;4,7;Ensino médio;3531308
Monte Aprazível;Estadual;;4,0;4,3;4,5;;;4,2;4,4;Ensino médio;3531407
Monte Aprazível;Pública;;4,0;4,3;4,5;;;4,2;4,4;Ensino médio;3531407
Monte Azul Paulista;Estadual;;4,3;4,4;4,0;;;4,5;4,7;Ensino médio;3531506
Monte Azul Paulista;Pública;;4,3;4,4;4,0;;;4,5;4,7;Ensino médio;3531506
Monte Castelo;Estadual;;4,4;5,1;;;;4,6;4,8;Ensino médio;3531605
Monte Castelo;Pública;;4,4;5,1;;;;4,6;4,8;Ensino médio;3531605
Monteiro Lobato;Estadual;;4,4;4,8;4,5;;;4,6;4,8;Ensino médio;3531704
Monteiro Lobato;Pública;;4,4;4,8;4,5;;;4,6;4,8;Ensino médio;3531704
Monte Mor;Estadual;;4,1;4,7;4,7;;;4,4;4,6;Ensino médio;3531803
Monte Mor;Pública;;4,1;4,7;4,7;;;4,4;4,6;Ensino médio;3531803
Morro Agudo;Estadual;;3,9;4,3;;;;4,1;4,3;Ensino médio;3531902
Morro Agudo;Municipal;;4,9;5,2;4,9;;;5,1;5,3;Ensino médio;3531902
Morro Agudo;Pública;;4,2;4,6;4,4;;;4,4;4,6;Ensino médio;3531902
Morungaba;Estadual;;3,5;4,2;5,0;;;3,7;3,9;Ensino médio;3532009
Morungaba;Pública;;3,5;4,2;5,0;;;3,7;3,9;Ensino médio;3532009
Motuca;Estadual;;4,3;;;;;4,6;4,8;Ensino médio;3532058
Motuca;Pública;;4,3;;;;;4,6;4,8;Ensino médio;3532058
Murutinga do Sul;Estadual;;4,1;4,2;4,6;;;4,3;4,6;Ensino médio;3532108
Murutinga do Sul;Pública;;4,1;4,2;4,6;;;4,3;4,6;Ensino médio;3532108
Nantes;Estadual;;4,0;;4,8;;;4,2;4,5;Ensino médio;3532157
Nantes;Pública;;4,0;;4,8;;;4,2;4,5;Ensino médio;3532157
Narandiba;Estadual;;3,7;4,5;;;;3,9;4,1;Ensino médio;3532207
Narandiba;Pública;;3,7;4,5;;;;3,9;4,1;Ensino médio;3532207
Natividade da Serra;Estadual;;3,6;4,4;;;;3,8;4,0;Ensino médio;3532306
Natividade da Serra;Pública;;3,6;4,4;;;;3,8;4,0;Ensino médio;3532306
Nazaré Paulista;Estadual;;4,0;4,3;4,3;;;4,3;4,5;Ensino médio;3532405
Nazaré Paulista;Pública;;4,0;4,3;4,3;;;4,3;4,5;Ensino médio;3532405
Neves Paulista;Estadual;;4,1;;;;;4,3;4,5;Ensino médio;3532504
Neves Paulista;Pública;;4,1;;;;;4,3;4,5;Ensino médio;3532504
Nhandeara;Estadual;;4,7;4,4;3,9;;;4,9;5,2;Ensino médio;3532603
Nhandeara;Pública;;4,7;4,4;3,9;;;4,9;5,2;Ensino médio;3532603
Nipoã;Estadual;;4,2;4,4;;;;4,5;4,7;Ensino médio;3532702
Nipoã;Pública;;4,2;4,4;;;;4,5;4,7;Ensino médio;3532702
Nova Aliança;Estadual;;3,5;;4,8;;;3,7;3,9;Ensino médio;3532801
Nova Aliança;Pública;;3,5;;4,8;;;3,7;3,9;Ensino médio;3532801
Nova Campina;Estadual;;3,9;4,3;4,0;;;4,1;4,3;Ensino médio;3532827
Nova Campina;Pública;;3,9;4,3;4,0;;;4,1;4,3;Ensino médio;3532827
Nova Canaã Paulista;Estadual;;4,4;4,5;4,9;;;4,6;4,8;Ensino médio;3532843
Nova Canaã Paulista;Pública;;4,4;4,5;4,9;;;4,6;4,8;Ensino médio;3532843
Nova Castilho;Estadual;;;;;;;;;Ensino médio;3532868
Nova Castilho;Pública;;;;;;;;;Ensino médio;3532868
Nova Europa;Estadual;;4,2;4,6;4,5;;;4,4;4,7;Ensino médio;3532900
Nova Europa;Pública;;4,2;4,6;4,5;;;4,4;4,7;Ensino médio;3532900
Nova Granada;Estadual;;3,7;3,8;;;;3,9;4,1;Ensino médio;3533007
Nova Granada;Pública;;3,7;3,8;;;;3,9;4,1;Ensino médio;3533007
Nova Guataporanga;Estadual;;4,0;5,0;4,7;;;4,2;4,5;Ensino médio;3533106
Nova Guataporanga;Pública;;4,0;5,0;4,7;;;4,2;4,5;Ensino médio;3533106
Nova Independência;Estadual;;4,4;;4,7;;;4,6;4,8;Ensino médio;3533205
Nova Independência;Pública;;4,4;;4,7;;;4,6;4,8;Ensino médio;3533205
Novais;Estadual;;4,5;4,4;4,3;;;4,7;4,9;Ensino médio;3533254
Novais;Pública;;4,5;4,4;4,3;;;4,7;4,9;Ensino médio;3533254
Nova Luzitânia;Estadual;;3,7;5,0;5,2;;;4,0;4,2;Ensino médio;3533304
Nova Luzitânia;Pública;;3,7;5,0;5,2;;;4,0;4,2;Ensino médio;3533304
Nova Odessa;Estadual;;4,5;4,9;4,7;;;4,7;4,9;Ensino médio;3533403
Nova Odessa;Pública;;4,5;4,9;4,7;;;4,7;4,9;Ensino médio;3533403
Novo Horizonte;Estadual;;4,4;4,9;4,5;;;4,7;4,9;Ensino médio;3533502
Novo Horizonte;Pública;;4,5;4,9;4,5;;;4,7;4,9;Ensino médio;3533502
Nuporanga;Estadual;;4,5;5,1;;;;4,7;4,9;Ensino médio;3533601
Nuporanga;Pública;;4,5;5,1;;;;4,7;4,9;Ensino médio;3533601
Ocauçu;Estadual;;4,7;4,3;3,8;;;4,9;5,1;Ensino médio;3533700
Ocauçu;Pública;;4,7;4,3;3,8;;;4,9;5,1;Ensino médio;3533700
Óleo;Estadual;;3,9;4,8;4,7;;;4,1;4,4;Ensino médio;3533809
Óleo;Pública;;3,9;4,8;4,7;;;4,1;4,4;Ensino médio;3533809
Olímpia;Estadual;;4,5;4,8;4,7;;;4,7;4,9;Ensino médio;3533908
Olímpia;Pública;;4,5;4,8;4,7;;;4,7;4,9;Ensino médio;3533908
Onda Verde;Estadual;;3,5;;;;;3,7;3,9;Ensino médio;3534005
Onda Verde;Pública;;3,5;;;;;3,7;3,9;Ensino médio;3534005
Oriente;Estadual;;3,2;3,6;;;;3,4;3,6;Ensino médio;3534104
Oriente;Pública;;3,2;3,6;;;;3,4;3,6;Ensino médio;3534104
Orindiúva;Estadual;;4,6;5,0;4,5;;;4,8;5,1;Ensino médio;3534203
Orindiúva;Pública;;4,6;5,0;4,5;;;4,8;5,1;Ensino médio;3534203
Orlândia;Estadual;;3,9;4,8;4,8;;;4,1;4,3;Ensino médio;3534302
Orlândia;Pública;;3,9;4,8;4,8;;;4,1;4,3;Ensino médio;3534302
Osasco;Estadual;;3,6;4,1;4,3;;;3,8;4,1;Ensino médio;3534401
Osasco;Pública;;3,6;4,1;4,3;;;3,8;4,1;Ensino médio;3534401
Oscar Bressane;Estadual;;5,0;4,9;4,9;;;5,2;5,4;Ensino médio;3534500
Oscar Bressane;Pública;;5,0;4,9;4,9;;;5,2;5,4;Ensino médio;3534500
Osvaldo Cruz;Estadual;;4,6;5,2;5,0;;;4,8;5,0;Ensino médio;3534609
Osvaldo Cruz;Pública;;4,6;5,2;5,0;;;4,8;5,0;Ensino médio;3534609
Ourinhos;Estadual;;4,3;4,7;4,7;;;4,5;4,7;Ensino médio;3534708
Ourinhos;Pública;;4,3;4,7;4,7;;;4,5;4,7;Ensino médio;3534708
Ouroeste;Estadual;;4,6;;;;;4,8;5,1;Ensino médio;3534757
Ouroeste;Pública;;4,6;;;;;4,8;5,1;Ensino médio;3534757
Ouro Verde;Estadual;;4,2;4,7;4,0;;;4,4;4,6;Ensino médio;3534807
Ouro Verde;Pública;;4,2;4,7;4,0;;;4,4;4,6;Ensino médio;3534807
Pacaembu;Estadual;;3,5;3,9;3,8;;;3,8;4,0;Ensino médio;3534906
Pacaembu;Pública;;3,5;3,9;3,8;;;3,8;4,0;Ensino médio;3534906
Palestina;Estadual;;4,4;4,7;;;;4,6;4,9;Ensino médio;3535002
Palestina;Pública;;4,4;4,7;;;;4,6;4,9;Ensino médio;3535002
Palmares Paulista;Estadual;;3,7;4,6;4,3;;;3,9;4,1;Ensino médio;3535101
Palmares Paulista;Pública;;3,7;4,6;4,3;;;3,9;4,1;Ensino médio;3535101
Palmeira d'Oeste;Estadual;;4,4;5,0;4,7;;;4,7;4,9;Ensino médio;3535200
Palmeira d'Oeste;Pública;;4,4;5,0;4,7;;;4,7;4,9;Ensino médio;3535200
Palmital;Estadual;;4,0;4,3;4,6;;;4,3;4,5;Ensino médio;3535309
Palmital;Pública;;4,0;4,3;4,6;;;4,3;4,5;Ensino médio;3535309
Panorama;Estadual;;3,5;4,6;4,2;;;3,7;4,0;Ensino médio;3535408
Panorama;Pública;;3,5;4,6;4,2;;;3,7;4,0;Ensino médio;3535408
Paraguaçu Paulista;Estadual;;4,1;4,8;4,4;;;4,3;4,5;Ensino médio;3535507
Paraguaçu Paulista;Pública;;4,1;4,8;4,4;;;4,3;4,5;Ensino médio;3535507
Paraibuna;Estadual;;4,0;4,6;4,8;;;4,2;4,4;Ensino médio;3535606
Paraibuna;Pública;;4,0;4,6;4,8;;;4,2;4,4;Ensino médio;3535606
Paraíso;Estadual;;3,8;;4,6;;;4,0;4,2;Ensino médio;3535705
Paraíso;Pública;;3,8;;4,6;;;4,0;4,2;Ensino médio;3535705
Paranapanema;Estadual;;3,7;4,5;4,2;;;3,9;4,1;Ensino médio;3535804
Paranapanema;Pública;;3,7;4,5;4,2;;;3,9;4,1;Ensino médio;3535804
Paranapuã;Estadual;;4,4;4,2;5,1;;;4,6;4,9;Ensino médio;3535903
Paranapuã;Pública;;4,4;4,2;5,1;;;4,6;4,9;Ensino médio;3535903
Parapuã;Estadual;;3,3;4,1;3,8;;;3,5;3,8;Ensino médio;3536000
Parapuã;Pública;;3,3;4,1;3,8;;;3,5;3,8;Ensino médio;3536000
Pardinho;Estadual;;3,4;;;;;3,6;3,8;Ensino médio;3536109
Pardinho;Pública;;3,4;;;;;3,6;3,8;Ensino médio;3536109
PariqueraAçu;Estadual;;3,9;4,3;4,4;;;4,1;4,3;Ensino médio;3536208
PariqueraAçu;Pública;;3,9;4,3;4,4;;;4,1;4,3;Ensino médio;3536208
Parisi;Estadual;;4,1;4,2;3,4;;;4,3;4,6;Ensino médio;3536257
Parisi;Pública;;4,1;4,2;3,4;;;4,3;4,6;Ensino médio;3536257
Patrocínio Paulista;Estadual;;3,9;4,3;;;;4,1;4,3;Ensino médio;3536307
Patrocínio Paulista;Pública;;3,9;4,3;;;;4,1;4,3;Ensino médio;3536307
Paulicéia;Estadual;;3,9;3,9;;;;4,1;4,3;Ensino médio;3536406
Paulicéia;Pública;;3,9;3,9;;;;4,1;4,3;Ensino médio;3536406
Paulínia;Estadual;;3,7;4,3;4,1;;;3,9;4,1;Ensino médio;3536505
Paulínia;Municipal;;6,4;6,5;;;;6,6;6,8;Ensino médio;3536505
Paulínia;Pública;;4,0;4,6;4,5;;;4,2;4,4;Ensino médio;3536505
Paulistânia;Estadual;;4,5;5,1;;;;4,7;4,9;Ensino médio;3536570
Paulistânia;Pública;;4,5;5,1;;;;4,7;4,9;Ensino médio;3536570
Paulo de Faria;Estadual;;3,7;4,9;5,4;;;4,0;4,2;Ensino médio;3536604
Paulo de Faria;Pública;;3,7;4,9;5,4;;;4,0;4,2;Ensino médio;3536604
Pederneiras;Estadual;;3,6;4,1;4,1;;;3,8;4,0;Ensino médio;3536703
Pederneiras;Pública;;3,6;4,1;4,1;;;3,8;4,0;Ensino médio;3536703
Pedra Bela;Estadual;;4,1;4,8;;;;4,3;4,5;Ensino médio;3536802
Pedra Bela;Pública;;4,1;4,8;;;;4,3;4,5;Ensino médio;3536802
Pedranópolis;Estadual;;4,6;5,2;4,6;;;4,8;5,0;Ensino médio;3536901
Pedranópolis;Pública;;4,6;5,2;4,6;;;4,8;5,0;Ensino médio;3536901
Pedregulho;Estadual;;3,7;4,2;3,9;;;3,9;4,1;Ensino médio;3537008
Pedregulho;Pública;;3,7;4,2;3,9;;;3,9;4,1;Ensino médio;3537008
Pedreira;Estadual;;4,1;4,3;4,3;;;4,3;4,5;Ensino médio;3537107
Pedreira;Pública;;4,1;4,3;4,3;;;4,3;4,5;Ensino médio;3537107
Pedrinhas Paulista;Estadual;;3,9;4,6;4,2;;;4,1;4,3;Ensino médio;3537156
Pedrinhas Paulista;Pública;;3,9;4,6;4,2;;;4,1;4,3;Ensino médio;3537156
Pedro de Toledo;Estadual;;4,0;4,5;4,5;;;4,2;4,4;Ensino médio;3537206
Pedro de Toledo;Pública;;4,0;4,5;4,5;;;4,2;4,4;Ensino médio;3537206
Penápolis;Estadual;;4,1;4,6;4,3;;;4,3;4,6;Ensino médio;3537305
Penápolis;Pública;;4,1;4,6;4,3;;;4,3;4,6;Ensino médio;3537305
Pereira Barreto;Estadual;;4,3;4,9;5,2;;;4,6;4,8;Ensino médio;3537404
Pereira Barreto;Pública;;4,3;4,9;5,2;;;4,6;4,8;Ensino médio;3537404
Pereiras;Estadual;;3,2;4,8;4,5;;;3,5;3,7;Ensino médio;3537503
Pereiras;Pública;;3,2;4,8;4,5;;;3,5;3,7;Ensino médio;3537503
Peruíbe;Estadual;;3,8;4,3;4,5;;;4,0;4,2;Ensino médio;3537602
Peruíbe;Pública;;3,8;4,3;4,5;;;4,0;4,2;Ensino médio;3537602
Piacatu;Estadual;;4,1;;;;;4,3;4,5;Ensino médio;3537701
Piacatu;Pública;;4,1;;;;;4,3;4,5;Ensino médio;3537701
Piedade;Estadual;;4,5;4,8;4,5;;;4,7;4,9;Ensino médio;3537800
Piedade;Pública;;4,5;4,8;4,5;;;4,7;4,9;Ensino médio;3537800
Pilar do Sul;Estadual;;4,2;5,1;4,9;;;4,4;4,6;Ensino médio;3537909
Pilar do Sul;Pública;;4,2;5,1;4,9;;;4,4;4,6;Ensino médio;3537909
Pindamonhangaba;Estadual;;4,1;4,7;4,6;;;4,3;4,5;Ensino médio;3538006
Pindamonhangaba;Pública;;4,1;4,7;4,6;;;4,3;4,5;Ensino médio;3538006
Pindorama;Estadual;;4,2;;4,4;;;4,5;4,7;Ensino médio;3538105
Pindorama;Pública;;4,2;;4,4;;;4,5;4,7;Ensino médio;3538105
Pinhalzinho;Estadual;;4,2;4,6;5,0;;;4,5;4,7;Ensino médio;3538204
Pinhalzinho;Pública;;4,2;4,6;5,0;;;4,5;4,7;Ensino médio;3538204
Piquerobi;Estadual;;4,0;4,7;3,7;;;4,2;4,5;Ensino médio;3538303
Piquerobi;Pública;;4,0;4,7;3,7;;;4,2;4,5;Ensino médio;3538303
Piquete;Estadual;;4,2;4,2;4,1;;;4,4;4,7;Ensino médio;3538501
Piquete;Pública;;4,2;4,2;4,1;;;4,4;4,7;Ensino médio;3538501
Piracaia;Estadual;;4,2;4,6;4,6;;;4,4;4,6;Ensino médio;3538600
Piracaia;Pública;;4,2;4,6;4,6;;;4,4;4,6;Ensino médio;3538600
Piracicaba;Estadual;;4,2;4,7;4,5;;;4,4;4,6;Ensino médio;3538709
Piracicaba;Federal;;;6,4;5,8;;;;6,6;Ensino médio;3538709
Piracicaba;Municipal;;5,4;5,8;;;;5,5;5,7;Ensino médio;3538709
Piracicaba;Pública;;4,2;4,8;4,6;;;4,4;4,6;Ensino médio;3538709
Piraju;Estadual;;4,7;5,0;4,9;;;4,9;5,1;Ensino médio;3538808
Piraju;Pública;;4,7;5,0;4,9;;;4,9;5,1;Ensino médio;3538808
Pirajuí;Estadual;;4,5;4,8;4,1;;;4,7;4,9;Ensino médio;3538907
Pirajuí;Pública;;4,5;4,8;4,1;;;4,7;4,9;Ensino médio;3538907
Pirangi;Estadual;;4,5;;;;;4,7;4,9;Ensino médio;3539004
Pirangi;Pública;;4,5;;;;;4,7;4,9;Ensino médio;3539004
Pirapora do Bom Jesus;Estadual;;3,2;4,0;3,6;;;3,4;3,6;Ensino médio;3539103
Pirapora do Bom Jesus;Pública;;3,2;4,0;3,6;;;3,4;3,6;Ensino médio;3539103
Pirapozinho;Estadual;;4,0;4,9;4,3;;;4,2;4,4;Ensino médio;3539202
Pirapozinho;Pública;;4,0;4,9;4,3;;;4,2;4,4;Ensino médio;3539202
Pirassununga;Estadual;;4,1;4,7;4,8;;;4,3;4,6;Ensino médio;3539301
Pirassununga;Pública;;4,1;4,7;4,8;;;4,3;4,6;Ensino médio;3539301
Piratininga;Estadual;;3,4;3,9;;;;3,6;3,9;Ensino médio;3539400
Piratininga;Pública;;3,4;3,9;;;;3,6;3,9;Ensino médio;3539400
Pitangueiras;Estadual;;4,0;4,5;4,5;;;4,2;4,4;Ensino médio;3539509
Pitangueiras;Pública;;4,0;4,5;4,5;;;4,2;4,4;Ensino médio;3539509
Planalto;Estadual;;;3,6;;;;;3,8;Ensino médio;3539608
Planalto;Pública;;;3,6;;;;;3,8;Ensino médio;3539608
Platina;Estadual;;3,6;;3,8;;;3,8;4,0;Ensino médio;3539707
Platina;Pública;;3,6;;3,8;;;3,8;4,0;Ensino médio;3539707
Poá;Estadual;;3,9;4,5;4,6;;;4,2;4,4;Ensino médio;3539806
Poá;Pública;;3,9;4,5;4,6;;;4,2;4,4;Ensino médio;3539806
Poloni;Estadual;;3,9;4,4;4,5;;;4,2;4,4;Ensino médio;3539905
Poloni;Pública;;3,9;4,4;4,5;;;4,2;4,4;Ensino médio;3539905
Pompéia;Estadual;;3,9;4,3;;;;4,1;4,3;Ensino médio;3540002
Pompéia;Pública;;3,9;4,3;;;;4,1;4,3;Ensino médio;3540002
Pongaí;Estadual;;4,1;4,4;4,0;;;4,4;4,6;Ensino médio;3540101
Pongaí;Pública;;4,1;4,4;4,0;;;4,4;4,6;Ensino médio;3540101
Pontal;Estadual;;4,2;4,5;4,3;;;4,4;4,6;Ensino médio;3540200
Pontal;Pública;;4,2;4,5;4,3;;;4,4;4,6;Ensino médio;3540200
Pontalinda;Estadual;;;4,7;;;;;4,9;Ensino médio;3540259
Pontalinda;Pública;;;4,7;;;;;4,9;Ensino médio;3540259
Pontes Gestal;Estadual;;2,9;3,9;3,7;;;3,1;3,4;Ensino médio;3540309
Pontes Gestal;Pública;;2,9;3,9;3,7;;;3,1;3,4;Ensino médio;3540309
Populina;Estadual;;5,1;5,6;5,5;;;5,3;5,5;Ensino médio;3540408
Populina;Pública;;5,1;5,6;5,5;;;5,3;5,5;Ensino médio;3540408
Porangaba;Estadual;;4,2;4,7;4,3;;;4,4;4,6;Ensino médio;3540507
Porangaba;Pública;;4,2;4,7;4,3;;;4,4;4,6;Ensino médio;3540507
Porto Feliz;Estadual;;4,1;4,4;4,2;;;4,3;4,5;Ensino médio;3540606
Porto Feliz;Pública;;4,1;4,4;4,2;;;4,3;4,5;Ensino médio;3540606
Porto Ferreira;Estadual;;4,0;4,4;4,5;;;4,2;4,4;Ensino médio;3540705
Porto Ferreira;Municipal;;3,6;;;;;3,8;4,1;Ensino médio;3540705
Porto Ferreira;Pública;;3,9;4,3;4,5;;;4,1;4,3;Ensino médio;3540705
Potim;Estadual;;3,2;;;;;3,4;3,6;Ensino médio;3540754
Potim;Pública;;3,2;;;;;3,4;3,6;Ensino médio;3540754
Potirendaba;Estadual;;4,2;4,8;4,5;;;4,4;4,6;Ensino médio;3540804
Potirendaba;Pública;;4,2;4,8;4,5;;;4,4;4,6;Ensino médio;3540804
Pracinha;Estadual;;3,7;;;;;3,9;4,1;Ensino médio;3540853
Pracinha;Pública;;3,7;;;;;3,9;4,1;Ensino médio;3540853
Pradópolis;Estadual;;4,4;5,2;;;;4,6;4,9;Ensino médio;3540903
Pradópolis;Pública;;4,4;5,2;;;;4,6;4,9;Ensino médio;3540903
Praia Grande;Estadual;;3,8;4,5;4,3;;;4,0;4,2;Ensino médio;3541000
Praia Grande;Pública;;3,8;4,5;4,3;;;4,0;4,2;Ensino médio;3541000
Pratânia;Estadual;;3,9;4,4;4,8;;;4,2;4,4;Ensino médio;3541059
Pratânia;Pública;;3,9;4,4;4,8;;;4,2;4,4;Ensino médio;3541059
Presidente Alves;Estadual;;3,8;;;;;4,1;4,3;Ensino médio;3541109
Presidente Alves;Pública;;3,8;;;;;4,1;4,3;Ensino médio;3541109
Presidente Bernardes;Estadual;;4,3;4,2;;;;4,5;4,7;Ensino médio;3541208
Presidente Bernardes;Pública;;4,3;4,2;;;;4,5;4,7;Ensino médio;3541208
Presidente Epitácio;Estadual;;4,0;4,1;4,0;;;4,2;4,4;Ensino médio;3541307
Presidente Epitácio;Federal;;6,0;6,3;;;;6,2;6,4;Ensino médio;3541307
Presidente Epitácio;Pública;;4,2;4,4;4,2;;;4,5;4,7;Ensino médio;3541307
Presidente Prudente;Estadual;;4,0;4,4;4,5;;;4,2;4,4;Ensino médio;3541406
Presidente Prudente;Pública;;4,0;4,4;4,5;;;4,2;4,4;Ensino médio;3541406
Presidente Venceslau;Estadual;;4,2;4,9;4,4;;;4,4;4,7;Ensino médio;3541505
Presidente Venceslau;Pública;;4,2;4,9;4,4;;;4,4;4,7;Ensino médio;3541505
Promissão;Estadual;;3,3;3,7;4,2;;;3,6;3,8;Ensino médio;3541604
Promissão;Pública;;3,3;3,7;4,2;;;3,6;3,8;Ensino médio;3541604
Quadra;Estadual;;4,6;;4,1;;;4,8;5,0;Ensino médio;3541653
Quadra;Pública;;4,6;;4,1;;;4,8;5,0;Ensino médio;3541653
Quatá;Estadual;;4,0;4,6;4,3;;;4,2;4,5;Ensino médio;3541703
Quatá;Pública;;4,0;4,6;4,3;;;4,2;4,5;Ensino médio;3541703
Queiroz;Estadual;;3,5;;;;;3,7;3,9;Ensino médio;3541802
Queiroz;Pública;;3,5;;;;;3,7;3,9;Ensino médio;3541802
