Localidade;Rede;IDEB 2015;IDEB 2017;IDEB 2019;IDEB 2021;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Irapuã;Estadual;4,8;5,2;5,7;;5,1;5,4;5,6;5,8;6º ao 9º ano;3521507
Irapuã;Pública;4,8;5,2;5,7;;5,1;5,4;5,6;5,8;6º ao 9º ano;3521507
Irapuru;Estadual;5,0;4,3;4,7;5,1;5,6;5,8;6,1;6,3;6º ao 9º ano;3521606
Irapuru;Pública;5,0;4,3;4,7;5,1;5,6;5,8;6,1;6,3;6º ao 9º ano;3521606
Itaberá;Estadual;5,3;5,3;5,3;5,2;5,4;5,6;5,9;6,1;6º ao 9º ano;3521705
Itaberá;Pública;5,3;5,3;5,3;5,2;5,4;5,6;5,9;6,1;6º ao 9º ano;3521705
Itaí;Estadual;4,5;4,6;5,3;5,2;5,0;5,2;5,5;5,7;6º ao 9º ano;3521804
Itaí;Pública;4,5;4,6;5,3;5,2;5,0;5,2;5,5;5,7;6º ao 9º ano;3521804
Itajobi;Estadual;;;;;5,3;5,5;5,7;6,0;6º ao 9º ano;3521903
Itajobi;Municipal;5,8;5,8;6,3;6,2;5,8;6,1;6,3;6,5;6º ao 9º ano;3521903
Itajobi;Pública;5,8;5,8;6,3;6,2;5,3;5,5;5,7;6,0;6º ao 9º ano;3521903
Itaju;Estadual;5,4;5,5;5,4;5,5;5,6;5,8;6,1;6,3;6º ao 9º ano;3522000
Itaju;Pública;5,4;5,5;5,4;5,5;5,6;5,8;6,1;6,3;6º ao 9º ano;3522000
Itanhaém;Estadual;4,5;4,6;5,1;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3522109
Itanhaém;Municipal;4,7;5,0;5,4;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3522109
Itanhaém;Pública;4,7;4,9;5,3;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3522109
Itaoca;Estadual;4,9;5,7;5,6;4,7;5,0;5,2;5,5;5,7;6º ao 9º ano;3522158
Itaoca;Pública;4,9;5,7;5,6;4,7;5,0;5,2;5,5;5,7;6º ao 9º ano;3522158
Itapecerica da Serra;Estadual;4,8;4,9;5,3;5,4;5,2;5,4;5,7;5,9;6º ao 9º ano;3522208
Itapecerica da Serra;Pública;4,8;4,9;5,3;5,4;5,2;5,4;5,7;5,9;6º ao 9º ano;3522208
Itapetininga;Estadual;5,3;5,3;5,4;5,3;5,2;5,5;5,7;6,0;6º ao 9º ano;3522307
Itapetininga;Municipal;5,5;;;;;5,7;5,9;6,1;6º ao 9º ano;3522307
Itapetininga;Pública;5,3;5,3;5,4;5,3;5,2;5,5;5,7;6,0;6º ao 9º ano;3522307
Itapeva;Estadual;5,5;5,9;;;5,5;5,8;6,0;6,2;6º ao 9º ano;3522406
Itapeva;Municipal;4,8;5,3;5,6;5,4;5,7;5,9;6,2;6,4;6º ao 9º ano;3522406
Itapeva;Pública;4,9;5,4;5,6;5,4;5,7;5,9;6,1;6,3;6º ao 9º ano;3522406
Itapevi;Estadual;4,4;4,3;4,9;4,9;4,8;5,1;5,4;5,6;6º ao 9º ano;3522505
Itapevi;Municipal;4,3;4,5;;;5,0;5,2;5,4;5,7;6º ao 9º ano;3522505
Itapevi;Pública;4,4;4,3;4,9;4,9;4,9;5,1;5,4;5,6;6º ao 9º ano;3522505
Itapira;Estadual;4,8;4,8;5,1;5,6;5,4;5,7;5,9;6,1;6º ao 9º ano;3522604
Itapira;Pública;4,8;4,8;5,1;5,6;5,4;5,7;5,9;6,1;6º ao 9º ano;3522604
Itapirapuã Paulista;Estadual;4,6;4,9;4,9;5,1;5,4;5,6;5,9;6,1;6º ao 9º ano;3522653
Itapirapuã Paulista;Pública;4,6;4,9;4,9;5,1;5,4;5,6;5,9;6,1;6º ao 9º ano;3522653
Itápolis;Estadual;5,3;5,3;5,6;5,6;5,7;5,9;6,2;6,4;6º ao 9º ano;3522703
Itápolis;Municipal;6,4;6,4;6,9;6,8;6,8;6,9;7,1;7,3;6º ao 9º ano;3522703
Itápolis;Pública;5,5;5,4;5,8;5,7;5,7;5,9;6,2;6,4;6º ao 9º ano;3522703
Itaporanga;Estadual;4,4;4,8;4,8;4,6;5,3;5,6;5,8;6,0;6º ao 9º ano;3522802
Itaporanga;Pública;4,4;4,8;4,8;4,6;5,3;5,6;5,8;6,0;6º ao 9º ano;3522802
Itapuí;Estadual;4,5;4,9;4,8;4,9;4,4;4,7;4,9;5,2;6º ao 9º ano;3522901
Itapuí;Pública;4,5;4,9;4,8;4,9;4,4;4,7;4,9;5,2;6º ao 9º ano;3522901
Itapura;Estadual;4,9;5,0;;5,4;5,7;5,9;6,2;6,4;6º ao 9º ano;3523008
Itapura;Pública;4,9;5,0;;5,4;5,7;5,9;6,2;6,4;6º ao 9º ano;3523008
Itaquaquecetuba;Estadual;4,4;4,3;4,8;5,0;4,6;4,8;5,1;5,3;6º ao 9º ano;3523107
Itaquaquecetuba;Pública;4,4;4,3;4,8;5,0;4,6;4,8;5,1;5,3;6º ao 9º ano;3523107
Itararé;Estadual;4,7;5,5;5,5;5,4;5,3;5,6;5,8;6,0;6º ao 9º ano;3523206
Itararé;Municipal;4,1;3,9;4,9;4,9;5,1;5,4;5,6;5,9;6º ao 9º ano;3523206
Itararé;Pública;4,6;5,2;5,4;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3523206
Itariri;Estadual;4,2;4,4;4,7;5,4;5,1;5,4;5,6;5,8;6º ao 9º ano;3523305
Itariri;Pública;4,2;4,4;4,7;5,4;5,1;5,4;5,6;5,8;6º ao 9º ano;3523305
Itatiba;Municipal;5,5;5,9;6,3;5,9;5,5;5,8;6,0;6,2;6º ao 9º ano;3523404
Itatiba;Pública;5,5;5,9;6,3;5,9;5,5;5,8;6,0;6,2;6º ao 9º ano;3523404
Itatinga;Estadual;5,3;5,6;6,3;5,2;5,7;6,0;6,2;6,4;6º ao 9º ano;3523503
Itatinga;Municipal;3,7;4,8;5,2;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3523503
Itatinga;Pública;4,5;5,2;5,8;5,2;5,5;5,7;5,9;6,2;6º ao 9º ano;3523503
Itirapina;Estadual;5,2;4,9;5,1;5,6;5,8;6,0;6,3;6,5;6º ao 9º ano;3523602
Itirapina;Municipal;4,6;5,3;4,7;4,9;4,6;4,8;5,1;5,4;6º ao 9º ano;3523602
Itirapina;Pública;5,0;5,1;4,9;5,2;5,4;5,7;5,9;6,1;6º ao 9º ano;3523602
Itirapuã;Estadual;4,4;4,2;4,8;;4,9;5,1;5,4;5,6;6º ao 9º ano;3523701
Itirapuã;Pública;4,4;4,2;4,8;;4,9;5,1;5,4;5,6;6º ao 9º ano;3523701
Itobi;Estadual;4,1;4,1;5,1;5,0;5,4;5,7;5,9;6,1;6º ao 9º ano;3523800
Itobi;Pública;4,1;4,1;5,1;5,0;5,4;5,7;5,9;6,1;6º ao 9º ano;3523800
Itu;Estadual;4,8;5,0;5,3;5,1;5,4;5,6;5,9;6,1;6º ao 9º ano;3523909
Itu;Municipal;;;;;5,1;5,3;5,6;5,8;6º ao 9º ano;3523909
Itu;Pública;4,8;5,0;5,3;5,1;5,4;5,6;5,8;6,1;6º ao 9º ano;3523909
Itupeva;Estadual;5,1;5,1;5,3;5,3;5,7;5,9;6,2;6,4;6º ao 9º ano;3524006
Itupeva;Pública;5,1;5,1;5,3;5,3;5,7;5,9;6,2;6,4;6º ao 9º ano;3524006
Ituverava;Municipal;4,6;3,5;3,8;5,1;4,7;5,0;5,2;5,5;6º ao 9º ano;3524105
Ituverava;Pública;4,6;3,5;3,8;5,1;4,7;5,0;5,2;5,5;6º ao 9º ano;3524105
Jaborandi;Estadual;;;;;4,9;5,1;5,4;5,7;6º ao 9º ano;3524204
Jaborandi;Municipal;5,1;5,3;5,2;5,4;4,3;4,5;4,8;5,1;6º ao 9º ano;3524204
Jaborandi;Pública;5,1;5,3;5,2;5,4;4,9;5,1;5,4;5,7;6º ao 9º ano;3524204
Jaboticabal;Estadual;4,5;4,6;4,6;5,0;5,2;5,4;5,7;5,9;6º ao 9º ano;3524303
Jaboticabal;Municipal;5,3;5,5;5,5;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3524303
Jaboticabal;Pública;4,7;4,8;4,9;5,1;5,2;5,4;5,7;5,9;6º ao 9º ano;3524303
Jacareí;Estadual;4,8;5,0;5,3;5,3;5,4;5,6;5,9;6,1;6º ao 9º ano;3524402
Jacareí;Pública;4,8;5,0;5,3;5,3;5,4;5,6;5,9;6,1;6º ao 9º ano;3524402
Jaci;Estadual;4,9;5,3;4,0;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3524501
Jaci;Pública;4,9;5,3;4,0;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3524501
Jacupiranga;Estadual;5,4;5,3;5,4;5,4;5,4;5,6;5,9;6,1;6º ao 9º ano;3524600
Jacupiranga;Pública;5,4;5,3;5,4;5,4;5,4;5,6;5,9;6,1;6º ao 9º ano;3524600
Jaguariúna;Estadual;;;;;6,1;6,3;6,6;6,8;6º ao 9º ano;3524709
Jaguariúna;Municipal;5,8;6,4;6,4;6,0;5,5;5,7;5,9;6,2;6º ao 9º ano;3524709
Jaguariúna;Pública;5,8;6,4;6,4;6,0;5,9;6,1;6,3;6,6;6º ao 9º ano;3524709
Jales;Estadual;5,8;5,7;5,7;6,0;5,8;6,1;6,3;6,5;6º ao 9º ano;3524808
Jales;Pública;5,8;5,7;5,7;6,0;5,8;6,1;6,3;6,5;6º ao 9º ano;3524808
Jambeiro;Municipal;4,9;4,5;4,7;5,2;5,4;5,6;5,9;6,1;6º ao 9º ano;3524907
Jambeiro;Pública;4,9;4,5;4,7;5,2;5,4;5,6;5,9;6,1;6º ao 9º ano;3524907
Jandira;Estadual;4,3;4,5;4,7;5,0;5,0;5,2;5,5;5,7;6º ao 9º ano;3525003
Jandira;Pública;4,3;4,5;4,7;5,0;5,0;5,2;5,5;5,7;6º ao 9º ano;3525003
Jardinópolis;Municipal;4,9;4,9;4,5;4,8;4,5;4,7;5,0;5,3;6º ao 9º ano;3525102
Jardinópolis;Pública;4,9;4,9;4,5;4,8;4,5;4,7;5,0;5,3;6º ao 9º ano;3525102
Jarinu;Estadual;5,2;5,3;5,5;5,4;5,5;5,7;5,9;6,2;6º ao 9º ano;3525201
Jarinu;Pública;5,2;5,3;5,5;5,4;5,5;5,7;5,9;6,2;6º ao 9º ano;3525201
Jaú;Estadual;4,6;4,8;5,3;5,3;5,2;5,4;5,6;5,9;6º ao 9º ano;3525300
Jaú;Municipal;5,1;5,3;5,5;;5,1;5,4;5,6;5,9;6º ao 9º ano;3525300
Jaú;Pública;4,7;4,8;5,3;5,4;5,1;5,4;5,6;5,9;6º ao 9º ano;3525300
Jeriquara;Municipal;4,7;5,2;4,7;5,3;4,2;4,5;4,8;5,0;6º ao 9º ano;3525409
Jeriquara;Pública;4,7;5,2;4,7;5,3;4,2;4,5;4,8;5,0;6º ao 9º ano;3525409
Joanópolis;Estadual;;;;;5,6;5,8;6,0;6,3;6º ao 9º ano;3525508
Joanópolis;Municipal;5,3;5,6;5,2;5,3;5,4;5,7;5,9;6,1;6º ao 9º ano;3525508
Joanópolis;Pública;5,3;5,6;5,2;5,3;5,6;5,9;6,1;6,3;6º ao 9º ano;3525508
João Ramalho;Estadual;4,9;5,1;5,7;5,3;5,3;5,6;5,8;6,0;6º ao 9º ano;3525607
João Ramalho;Pública;4,9;5,1;5,7;5,3;5,3;5,6;5,8;6,0;6º ao 9º ano;3525607
José Bonifácio;Estadual;5,1;4,9;5,0;5,4;5,8;6,0;6,2;6,4;6º ao 9º ano;3525706
José Bonifácio;Municipal;4,8;5,0;4,8;5,3;5,2;5,5;5,7;5,9;6º ao 9º ano;3525706
José Bonifácio;Pública;5,0;5,0;4,9;5,3;5,7;6,0;6,2;6,4;6º ao 9º ano;3525706
Júlio Mesquita;Estadual;4,5;4,4;4,9;4,0;4,8;5,0;5,3;5,5;6º ao 9º ano;3525805
Júlio Mesquita;Pública;4,5;4,4;4,9;4,0;4,8;5,0;5,3;5,5;6º ao 9º ano;3525805
Jumirim;Municipal;5,0;5,5;;5,8;5,7;5,9;6,1;6,4;6º ao 9º ano;3525854
Jumirim;Pública;5,0;5,5;;5,8;5,7;5,9;6,1;6,4;6º ao 9º ano;3525854
Jundiaí;Estadual;5,2;5,3;5,6;5,6;5,5;5,7;5,9;6,2;6º ao 9º ano;3525904
Jundiaí;Municipal;4,7;;;;5,1;5,4;5,6;5,9;6º ao 9º ano;3525904
Jundiaí;Pública;5,2;5,3;5,6;5,6;5,4;5,7;5,9;6,1;6º ao 9º ano;3525904
Junqueirópolis;Estadual;5,6;5,9;5,9;5,8;5,6;5,8;6,0;6,3;6º ao 9º ano;3526001
Junqueirópolis;Pública;5,6;5,9;5,9;5,8;5,6;5,8;6,0;6,3;6º ao 9º ano;3526001
Juquiá;Estadual;4,8;5,0;5,3;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3526100
Juquiá;Pública;4,8;5,0;5,3;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3526100
Juquitiba;Estadual;4,7;5,3;5,2;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3526209
Juquitiba;Municipal;;;;;;;;;6º ao 9º ano;3526209
Juquitiba;Pública;4,7;5,3;5,2;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3526209
Lagoinha;Estadual;5,2;5,8;5,6;5,3;4,8;5,0;5,3;5,5;6º ao 9º ano;3526308
Lagoinha;Pública;5,2;5,8;5,6;5,3;4,8;5,0;5,3;5,5;6º ao 9º ano;3526308
Laranjal Paulista;Estadual;4,0;4,1;5,6;;5,1;5,3;5,6;5,8;6º ao 9º ano;3526407
Laranjal Paulista;Municipal;4,6;4,2;4,8;4,9;5,6;5,8;6,1;6,3;6º ao 9º ano;3526407
Laranjal Paulista;Pública;4,5;4,2;5,0;4,9;5,1;5,4;5,6;5,9;6º ao 9º ano;3526407
Lavínia;Estadual;;;;;5,7;5,9;6,1;6,3;6º ao 9º ano;3526506
Lavínia;Municipal;5,0;5,2;5,6;4,9;5,4;5,6;5,9;6,1;6º ao 9º ano;3526506
Lavínia;Pública;5,0;5,2;5,6;4,9;5,6;5,8;6,0;6,2;6º ao 9º ano;3526506
Lavrinhas;Estadual;4,3;3,8;;;5,9;6,1;6,4;6,6;6º ao 9º ano;3526605
Lavrinhas;Municipal;4,0;4,0;4,9;4,8;6,4;6,6;6,8;6,9;6º ao 9º ano;3526605
Lavrinhas;Pública;4,1;3,9;5,1;4,9;6,2;6,4;6,6;6,8;6º ao 9º ano;3526605
Leme;Estadual;5,0;5,3;5,5;5,6;5,5;5,8;6,0;6,2;6º ao 9º ano;3526704
Leme;Pública;5,0;5,3;5,5;5,6;5,5;5,8;6,0;6,2;6º ao 9º ano;3526704
Lençóis Paulista;Estadual;5,2;5,2;5,4;5,5;5,7;6,0;6,2;6,4;6º ao 9º ano;3526803
Lençóis Paulista;Municipal;5,6;5,4;5,5;5,5;5,4;5,6;5,9;6,1;6º ao 9º ano;3526803
Lençóis Paulista;Pública;5,3;5,3;5,4;5,5;5,7;5,9;6,1;6,3;6º ao 9º ano;3526803
Limeira;Estadual;4,8;5,0;5,4;5,6;7,3;7,4;7,6;7,7;6º ao 9º ano;3526902
Limeira;Pública;4,8;5,0;5,4;5,6;7,3;7,4;7,6;7,7;6º ao 9º ano;3526902
Lindóia;Municipal;5,1;3,9;5,2;;5,1;5,4;5,6;5,9;6º ao 9º ano;3527009
Lindóia;Pública;5,1;3,9;5,2;;5,1;5,4;5,6;5,9;6º ao 9º ano;3527009
Lins;Estadual;4,2;4,5;4,5;5,2;5,2;5,4;5,6;5,9;6º ao 9º ano;3527108
Lins;Pública;4,2;4,5;4,5;5,2;5,2;5,4;5,6;5,9;6º ao 9º ano;3527108
Lorena;Estadual;4,3;4,3;4,4;4,8;5,0;5,2;5,5;5,7;6º ao 9º ano;3527207
Lorena;Municipal;4,5;5,0;5,0;5,0;4,9;5,2;5,4;5,7;6º ao 9º ano;3527207
Lorena;Pública;4,4;4,6;4,6;4,9;5,0;5,2;5,5;5,7;6º ao 9º ano;3527207
Lourdes;Estadual;5,5;5,5;;6,2;6,3;6,5;6,7;6,9;6º ao 9º ano;3527256
Lourdes;Pública;5,5;5,5;;6,2;6,3;6,5;6,7;6,9;6º ao 9º ano;3527256
Louveira;Estadual;5,3;5,6;5,8;5,8;5,5;5,7;5,9;6,2;6º ao 9º ano;3527306
Louveira;Pública;5,3;5,6;5,8;5,8;5,5;5,7;5,9;6,2;6º ao 9º ano;3527306
Lucélia;Estadual;4,6;4,3;4,9;;4,3;4,6;4,9;5,1;6º ao 9º ano;3527405
Lucélia;Municipal;5,5;5,6;5,9;6,0;5,7;5,9;6,1;6,4;6º ao 9º ano;3527405
Lucélia;Pública;5,1;4,9;5,4;5,5;5,1;5,4;5,6;5,9;6º ao 9º ano;3527405
Lucianópolis;Estadual;5,0;5,5;4,9;5,6;5,8;6,0;6,3;6,5;6º ao 9º ano;3527504
Lucianópolis;Pública;5,0;5,5;4,9;5,6;5,8;6,0;6,3;6,5;6º ao 9º ano;3527504
Luís Antônio;Municipal;4,3;4,4;4,7;5,3;5,0;5,3;5,5;5,8;6º ao 9º ano;3527603
Luís Antônio;Pública;4,3;4,4;4,7;5,3;5,0;5,3;5,5;5,8;6º ao 9º ano;3527603
Luiziânia;Estadual;5,1;5,0;5,4;5,1;5,6;5,9;6,1;6,3;6º ao 9º ano;3527702
Luiziânia;Pública;5,1;5,0;5,4;5,1;5,6;5,9;6,1;6,3;6º ao 9º ano;3527702
Lupércio;Estadual;4,9;4,5;4,9;5,0;5,1;5,4;5,6;5,9;6º ao 9º ano;3527801
Lupércio;Pública;4,9;4,5;4,9;5,0;5,1;5,4;5,6;5,9;6º ao 9º ano;3527801
Lutécia;Estadual;4,8;5,2;5,0;4,9;5,5;5,8;6,0;6,2;6º ao 9º ano;3527900
Lutécia;Pública;4,8;5,2;5,0;4,9;5,5;5,8;6,0;6,2;6º ao 9º ano;3527900
Macatuba;Estadual;5,0;5,2;5,4;5,7;6,0;6,2;6,5;6,7;6º ao 9º ano;3528007
Macatuba;Pública;5,0;5,2;5,4;5,7;6,0;6,2;6,5;6,7;6º ao 9º ano;3528007
Macaubal;Estadual;5,7;4,6;5,2;5,0;6,0;6,2;6,5;6,7;6º ao 9º ano;3528106
Macaubal;Pública;5,7;4,6;5,2;5,0;6,0;6,2;6,5;6,7;6º ao 9º ano;3528106
Macedônia;Estadual;5,4;5,9;5,6;6,0;5,8;6,0;6,2;6,4;6º ao 9º ano;3528205
Macedônia;Pública;5,4;5,9;5,6;6,0;5,8;6,0;6,2;6,4;6º ao 9º ano;3528205
Magda;Estadual;6,0;6,3;6,0;6,2;5,5;5,7;6,0;6,2;6º ao 9º ano;3528304
Magda;Pública;6,0;6,3;6,0;6,2;5,5;5,7;6,0;6,2;6º ao 9º ano;3528304
Mairinque;Estadual;;;;;5,1;5,3;5,6;5,8;6º ao 9º ano;3528403
Mairinque;Municipal;4,7;4,7;5,0;;5,6;5,8;6,1;6,3;6º ao 9º ano;3528403
Mairinque;Pública;4,7;4,7;5,0;;5,5;5,8;6,0;6,2;6º ao 9º ano;3528403
Mairiporã;Estadual;4,9;5,0;5,3;5,2;4,8;5,1;5,3;5,6;6º ao 9º ano;3528502
Mairiporã;Pública;4,9;5,0;5,3;5,2;4,8;5,1;5,3;5,6;6º ao 9º ano;3528502
Manduri;Estadual;4,6;4,7;5,2;5,1;4,9;5,1;5,4;5,6;6º ao 9º ano;3528601
Manduri;Pública;4,6;4,7;5,2;5,1;4,9;5,1;5,4;5,6;6º ao 9º ano;3528601
Marabá Paulista;Estadual;5,0;4,8;5,4;5,7;5,4;5,6;5,8;6,1;6º ao 9º ano;3528700
Marabá Paulista;Municipal;;;;;;;;;6º ao 9º ano;3528700
Marabá Paulista;Pública;5,1;4,8;5,4;5,7;5,4;5,7;5,9;6,1;6º ao 9º ano;3528700
Maracaí;Estadual;5,8;5,4;5,7;5,4;5,0;5,2;5,5;5,7;6º ao 9º ano;3528809
Maracaí;Pública;5,8;5,4;5,7;5,4;5,0;5,2;5,5;5,7;6º ao 9º ano;3528809
Marapoama;Estadual;4,3;5,2;5,5;5,9;5,5;5,7;5,9;6,2;6º ao 9º ano;3528858
Marapoama;Pública;4,3;5,2;5,5;5,9;5,5;5,7;5,9;6,2;6º ao 9º ano;3528858
Mariápolis;Estadual;4,6;4,9;5,2;5,5;5,1;5,3;5,6;5,8;6º ao 9º ano;3528908
Mariápolis;Pública;4,6;4,9;5,2;5,5;5,1;5,3;5,6;5,8;6º ao 9º ano;3528908
Marília;Estadual;5,0;5,0;5,4;5,4;5,5;5,8;6,0;6,2;6º ao 9º ano;3529005
Marília;Pública;5,0;5,0;5,4;5,4;5,5;5,8;6,0;6,2;6º ao 9º ano;3529005
Marinópolis;Estadual;6,0;6,0;5,8;6,0;5,9;6,1;6,3;6,5;6º ao 9º ano;3529104
Marinópolis;Pública;6,0;6,0;5,8;6,0;5,9;6,1;6,3;6,5;6º ao 9º ano;3529104
Martinópolis;Estadual;4,6;5,1;5,2;5,0;4,9;5,2;5,4;5,7;6º ao 9º ano;3529203
Martinópolis;Municipal;;5,3;4,8;5,5;6,1;6,3;6,5;6,7;6º ao 9º ano;3529203
Martinópolis;Pública;4,6;5,1;5,2;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3529203
Matão;Estadual;5,2;5,3;5,5;5,5;5,9;6,1;6,3;6,5;6º ao 9º ano;3529302
Matão;Municipal;5,6;5,8;6,0;6,0;5,9;6,2;6,4;6,6;6º ao 9º ano;3529302
Matão;Pública;5,2;5,5;5,6;5,7;5,9;6,1;6,3;6,5;6º ao 9º ano;3529302
Mauá;Estadual;4,7;5,0;5,3;5,3;5,2;5,5;5,7;6,0;6º ao 9º ano;3529401
Mauá;Municipal;3,9;4,3;5,5;;4,5;4,8;5,0;5,3;6º ao 9º ano;3529401
Mauá;Pública;4,7;4,9;5,3;5,3;5,2;5,5;5,7;6,0;6º ao 9º ano;3529401
Mendonça;Estadual;5,7;5,8;5,8;5,9;6,3;6,5;6,7;6,9;6º ao 9º ano;3529500
Mendonça;Pública;5,7;5,8;5,8;5,9;6,3;6,5;6,7;6,9;6º ao 9º ano;3529500
Meridiano;Estadual;5,2;6,0;6,1;5,6;6,0;6,2;6,4;6,6;6º ao 9º ano;3529609
Meridiano;Pública;5,2;6,0;6,1;5,6;6,0;6,2;6,4;6,6;6º ao 9º ano;3529609
Mesópolis;Estadual;4,7;5,0;5,8;5,5;5,9;6,1;6,3;6,5;6º ao 9º ano;3529658
Mesópolis;Pública;4,7;5,0;5,8;5,5;5,9;6,1;6,3;6,5;6º ao 9º ano;3529658
Miguelópolis;Estadual;;;;;3,7;3,9;4,2;4,5;6º ao 9º ano;3529708
Miguelópolis;Municipal;4,1;4,0;4,4;4,5;5,0;5,2;5,5;5,7;6º ao 9º ano;3529708
Miguelópolis;Pública;4,1;4,0;4,4;4,5;4,5;4,8;5,0;5,3;6º ao 9º ano;3529708
Mineiros do Tietê;Estadual;5,1;4,8;;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3529807
Mineiros do Tietê;Pública;5,1;4,8;;5,3;5,1;5,4;5,6;5,9;6º ao 9º ano;3529807
Miracatu;Estadual;4,8;4,6;5,3;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3529906
Miracatu;Pública;4,8;4,6;5,3;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3529906
Mira Estrela;Estadual;5,8;5,6;6,2;5,8;6,1;6,3;6,5;6,7;6º ao 9º ano;3530003
Mira Estrela;Pública;5,8;5,6;6,2;5,8;6,1;6,3;6,5;6,7;6º ao 9º ano;3530003
Mirandópolis;Estadual;4,9;5,0;5,4;4,9;5,2;5,5;5,7;6,0;6º ao 9º ano;3530102
Mirandópolis;Pública;4,9;5,0;5,4;4,9;5,2;5,5;5,7;6,0;6º ao 9º ano;3530102
Mirante do Paranapanema;Estadual;4,9;5,1;5,0;;5,2;5,4;5,7;5,9;6º ao 9º ano;3530201
Mirante do Paranapanema;Pública;4,9;5,1;5,0;;5,2;5,4;5,7;5,9;6º ao 9º ano;3530201
Mirassol;Estadual;5,5;5,5;5,6;5,5;5,7;5,9;6,1;6,3;6º ao 9º ano;3530300
Mirassol;Pública;5,5;5,5;5,6;5,5;5,7;5,9;6,1;6,3;6º ao 9º ano;3530300
Mirassolândia;Estadual;4,7;4,2;5,1;4,6;5,3;5,5;5,7;6,0;6º ao 9º ano;3530409
Mirassolândia;Pública;4,7;4,2;5,1;4,6;5,3;5,5;5,7;6,0;6º ao 9º ano;3530409
Mococa;Estadual;5,0;5,1;5,2;5,0;5,3;5,5;5,8;6,0;6º ao 9º ano;3530508
Mococa;Municipal;5,4;5,8;5,9;5,7;5,7;6,0;6,2;6,4;6º ao 9º ano;3530508
Mococa;Pública;5,1;5,2;5,3;5,1;5,3;5,5;5,8;6,0;6º ao 9º ano;3530508
Mogi das Cruzes;Estadual;4,7;4,8;5,0;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3530607
Mogi das Cruzes;Municipal;5,7;5,7;6,0;5,8;6,0;6,2;6,4;6,6;6º ao 9º ano;3530607
Mogi das Cruzes;Pública;4,7;4,8;5,0;5,3;5,2;5,4;5,7;5,9;6º ao 9º ano;3530607
Mogi Guaçu;Estadual;5,0;5,3;5,4;5,2;5,2;5,5;5,7;5,9;6º ao 9º ano;3530706
Mogi Guaçu;Municipal;5,6;5,9;5,9;5,7;6,2;6,4;6,6;6,8;6º ao 9º ano;3530706
Mogi Guaçu;Pública;5,3;5,6;5,6;5,5;5,2;5,5;5,7;5,9;6º ao 9º ano;3530706
Mogi Mirim;Estadual;4,6;4,7;4,8;5,2;5,1;5,4;5,6;5,9;6º ao 9º ano;3530805
Mogi Mirim;Municipal;4,8;5,4;5,8;5,9;4,6;4,9;5,1;5,4;6º ao 9º ano;3530805
Mogi Mirim;Pública;4,6;4,9;5,1;5,4;5,1;5,4;5,6;5,9;6º ao 9º ano;3530805
Mombuca;Estadual;;;;;4,5;4,8;5,1;5,3;6º ao 9º ano;3530904
Mombuca;Municipal;4,6;4,7;5,4;;5,1;5,4;5,6;5,9;6º ao 9º ano;3530904
Mombuca;Pública;4,6;4,7;5,4;;4,5;4,8;5,1;5,3;6º ao 9º ano;3530904
Monções;Estadual;5,1;5,9;5,4;5,9;5,5;5,7;5,9;6,1;6º ao 9º ano;3531001
Monções;Pública;5,1;5,9;5,4;5,9;5,5;5,7;5,9;6,1;6º ao 9º ano;3531001
Mongaguá;Estadual;;;;;5,0;5,2;5,5;5,7;6º ao 9º ano;3531100
Mongaguá;Municipal;4,5;4,8;5,1;5,0;4,8;5,1;5,3;5,6;6º ao 9º ano;3531100
Mongaguá;Pública;4,5;4,8;5,1;5,0;5,0;5,2;5,5;5,7;6º ao 9º ano;3531100
Monte Alegre do Sul;Municipal;4,9;4,7;5,6;5,5;5,2;5,5;5,7;5,9;6º ao 9º ano;3531209
Monte Alegre do Sul;Pública;4,9;4,7;5,6;5,5;5,2;5,5;5,7;5,9;6º ao 9º ano;3531209
Monte Alto;Estadual;5,0;5,3;5,5;5,3;5,5;5,7;6,0;6,2;6º ao 9º ano;3531308
Monte Alto;Municipal;4,9;5,3;5,3;5,4;5,3;5,5;5,7;6,0;6º ao 9º ano;3531308
Monte Alto;Pública;5,0;5,3;5,4;5,3;5,4;5,7;5,9;6,1;6º ao 9º ano;3531308
