cod_ibge;municipio;ano;de_00a03anos;de_04e05anos;de_06a10anos;de_11a14anos;de_15a17anos;populacao_total;ate17anos;demais_idades;partic_ate17anos
3501707;Américo Brasiliense;2035;1.909;990;2.602;2.217;1.731;45.359;9.449;35.910;20,83
3501806;Américo de Campos;2035;170;90;243;209;164;5.545;876;4.669;15,8
3501905;Amparo;2035;2.271;1.189;3.190;2.789;2.220;70.855;11.659;59.196;16,45
3502002;Analândia;2035;215;112;291;240;182;5.391;1.040;4.351;19,29
3502101;Andradina;2035;1.968;1.020;2.688;2.317;1.832;55.755;9.825;45.930;17,62
3502200;Angatuba;2035;1.146;590;1.544;1.295;988;26.775;5.563;21.212;20,78
3502309;Anhembi;2035;347;179;461;375;277;7.711;1.639;6.072;21,26
3502408;Anhumas;2035;153;82;213;180;135;4.163;763;3.400;18,33
3502507;Aparecida;2035;1.338;686;1.816;1.578;1.258;35.654;6.676;28.978;18,72
3502606;Aparecida d'Oeste;2035;119;63;171;149;113;3.701;615;3.086;16,62
3502705;Apiaí;2035;1.135;588;1.547;1.304;992;25.392;5.566;19.826;21,92
3502754;Araçariguama;2035;1.225;626;1.631;1.366;1.041;24.863;5.889;18.974;23,69
3502804;Araçatuba;2035;6.298;3.283;8.694;7.536;6.027;192.119;31.838;160.281;16,57
3502903;Araçoiaba da Serra;2035;1.740;898;2.313;1.907;1.443;37.871;8.301;29.570;21,92
3503000;Aramina;2035;194;101;272;240;192;5.655;999;4.656;17,67
3503109;Arandu;2035;246;129;343;292;225;6.174;1.235;4.939;20
3503158;Arapeí;2035;89;47;125;109;86;2.421;456;1.965;18,84
3503208;Araraquara;2035;7.587;3.965;10.601;9.303;7.444;237.036;38.900;198.136;16,41
3503307;Araras;2035;4.679;2.450;6.528;5.666;4.489;139.527;23.812;115.715;17,07
3503356;Arco-Íris;2035;56;25;73;65;53;1.657;272;1.385;16,42
3503406;Arealva;2035;296;157;418;359;277;8.374;1.507;6.867;18
3503505;Areias;2035;202;103;270;222;165;4.091;962;3.129;23,52
3503604;Areiópolis;2035;497;256;668;563;435;11.403;2.419;8.984;21,21
3503703;Ariranha;2035;370;191;502;426;333;9.892;1.822;8.070;18,42
3503802;Artur Nogueira;2035;2.297;1.200;3.142;2.645;2.053;59.893;11.337;48.556;18,93
3503901;Arujá;2035;5.206;2.638;6.807;5.677;4.329;105.224;24.657;80.567;23,43
3503950;Aspásia;2035;52;26;72;63;48;1.672;261;1.411;15,61
3504008;Assis;2035;3.648;1.897;4.993;4.321;3.485;105.505;18.344;87.161;17,39
3504107;Atibaia;2035;6.276;3.195;8.392;7.227;5.685;150.461;30.775;119.686;20,45
3504206;Auriflama;2035;410;218;586;518;414;14.263;2.146;12.117;15,05
3504305;Avaí;2035;209;111;294;252;194;5.546;1.060;4.486;19,11
3504404;Avanhandava;2035;540;278;723;610;453;13.016;2.604;10.412;20,01
3504503;Avaré;2035;3.372;1.748;4.586;3.941;3.149;90.342;16.796;73.546;18,59
3504602;Bady Bassitt;2035;559;298;795;679;528;17.276;2.859;14.417;16,55
3504701;Balbinos;2035;47;24;62;54;20;3.705;207;3.498;5,59
3504800;Bálsamo;2035;274;142;378;327;259;8.563;1.380;7.183;16,12
3504909;Bananal;2035;463;238;625;527;406;11.121;2.259;8.862;20,31
3505005;Barão de Antonina;2035;158;82;214;176;135;3.675;765;2.910;20,82
3505104;Barbosa;2035;376;195;505;417;312;8.049;1.805;6.244;22,43
3505203;Bariri;2035;1.316;692;1.826;1.551;1.196;35.759;6.581;29.178;18,4
3505302;Barra Bonita;2035;992;514;1.394;1.249;1.018;33.656;5.167;28.489;15,35
3505351;Barra do Chapéu;2035;307;156;404;326;242;5.946;1.435;4.511;24,13
3505401;Barra do Turvo;2035;427;221;569;472;357;8.040;2.046;5.994;25,45
3505500;Barretos;2035;4.080;2.116;5.627;4.900;3.917;120.479;20.640;99.839;17,13
3505609;Barrinha;2035;1.652;842;2.185;1.839;1.425;36.298;7.943;28.355;21,88
3505708;Barueri;2035;14.737;7.292;18.703;15.912;12.559;287.512;69.203;218.309;24,07
3505807;Bastos;2035;785;405;1.062;900;699;20.051;3.851;16.200;19,21
3505906;Batatais;2035;2.148;1.130;3.009;2.597;2.035;62.694;10.919;51.775;17,42
3506003;Bauru;2035;12.739;6.616;17.504;15.174;12.066;374.157;64.099;310.058;17,13
3506102;Bebedouro;2035;2.228;1.177;3.163;2.770;2.213;70.539;11.551;58.988;16,38
3506201;Bento de Abreu;2035;130;66;174;145;111;3.191;626;2.565;19,62
3506300;Bernardino de Campos;2035;438;228;596;502;388;10.708;2.152;8.556;20,1
3506359;Bertioga;2035;4.326;2.190;5.560;4.519;3.394;79.958;19.989;59.969;25
3506409;Bilac;2035;250;134;361;317;250;8.113;1.312;6.801;16,17
3506508;Birigui;2035;4.177;2.202;5.849;5.047;4.004;129.531;21.279;108.252;16,43
3506607;Biritiba Mirim;2035;1.689;871;2.266;1.888;1.424;36.754;8.138;28.616;22,14
3506706;Boa Esperança do Sul;2035;648;335;875;736;570;15.479;3.164;12.315;20,44
3506805;Bocaina;2035;531;276;720;609;471;13.370;2.607;10.763;19,5
3506904;Bofete;2035;560;291;762;624;462;12.448;2.699;9.749;21,68
3507001;Boituva;2035;2.683;1.382;3.599;3.042;2.369;65.594;13.075;52.519;19,93
3507100;Bom Jesus dos Perdões;2035;1.204;625;1.627;1.351;1.026;28.267;5.833;22.434;20,64
3507159;Bom Sucesso de Itararé;2035;244;124;322;266;201;4.325;1.157;3.168;26,75
3507209;Borá;2035;24;12;34;30;24;790;124;666;15,7
3507308;Boracéia;2035;228;115;304;256;196;5.193;1.099;4.094;21,16
3507407;Borborema;2035;524;273;726;622;488;15.603;2.633;12.970;16,87
3507456;Borebi;2035;125;66;170;143;111;2.856;615;2.241;21,53
3507506;Botucatu;2035;5.634;2.914;7.689;6.606;5.193;151.256;28.036;123.220;18,54
3507605;Bragança Paulista;2035;6.701;3.481;9.189;7.916;6.267;177.326;33.554;143.772;18,92
3507704;Braúna;2035;226;118;305;251;194;6.029;1.094;4.935;18,15
3507753;Brejo Alegre;2035;95;51;134;115;89;2.892;484;2.408;16,74
3507803;Brodowski;2035;948;499;1.334;1.136;877;26.059;4.794;21.265;18,4
3507902;Brotas;2035;1.072;554;1.456;1.227;944;26.028;5.253;20.775;20,18
3508009;Buri;2035;1.211;611;1.543;1.245;950;21.783;5.560;16.223;25,52
3508108;Buritama;2035;620;320;848;727;568;17.211;3.083;14.128;17,91
3508207;Buritizal;2035;156;82;211;181;143;4.447;773;3.674;17,38
3508306;Cabrália Paulista;2035;164;86;223;189;146;4.261;808;3.453;18,96
3508405;Cabreúva;2035;2.632;1.354;3.508;2.930;2.245;58.296;12.669;45.627;21,73
3508504;Caçapava;2035;3.717;1.905;5.011;4.314;3.419;95.383;18.366;77.017;19,26
3508603;Cachoeira Paulista;2035;1.304;676;1.765;1.485;1.151;33.663;6.381;27.282;18,96
3508702;Caconde;2035;746;394;1.054;897;681;19.068;3.772;15.296;19,78
3508801;Cafelândia;2035;691;352;926;792;624;17.647;3.385;14.262;19,18
3508900;Caiabu;2035;156;83;210;183;142;4.099;774;3.325;18,88
3509007;Caieiras;2035;4.633;2.413;6.298;5.308;4.134;114.322;22.786;91.536;19,93
3509106;Caiuá;2035;221;118;310;258;196;6.049;1.103;4.946;18,23
3509205;Cajamar;2035;4.484;2.262;5.792;4.829;3.760;93.673;21.127;72.546;22,55
3509254;Cajati;2035;1.560;794;2.050;1.702;1.300;31.081;7.406;23.675;23,83
3509304;Cajobi;2035;321;170;452;393;310;10.190;1.646;8.544;16,15
3509403;Cajuru;2035;1.194;614;1.613;1.371;1.064;27.766;5.856;21.910;21,09
3509452;Campina do Monte Alegre;2035;261;135;352;293;222;5.990;1.263;4.727;21,09
3509502;Campinas;2035;43.237;22.141;58.157;50.692;41.112;1.231.744;215.339;1.016.405;17,48
3509601;Campo Limpo Paulista;2035;3.619;1.876;4.946;4.234;3.309;90.323;17.984;72.339;19,91
3509700;Campos do Jordão;2035;2.404;1.229;3.208;2.717;2.108;52.002;11.666;40.336;22,43
3509809;Campos Novos Paulista;2035;223;115;295;240;180;5.115;1.053;4.062;20,59
3509908;Cananéia;2035;635;323;841;700;529;12.963;3.028;9.935;23,36
3509957;Canas;2035;274;142;370;307;234;5.750;1.327;4.423;23,08
3510005;Cândido Mota;2035;1.019;534;1.421;1.229;968;29.214;5.171;24.043;17,7
3510104;Cândido Rodrigues;2035;75;41;110;98;78;2.581;402;2.179;15,58
3510153;Canitar;2035;289;150;386;318;234;5.755;1.377;4.378;23,93
3510203;Capão Bonito;2035;2.166;1.117;2.919;2.459;1.878;47.357;10.539;36.818;22,25
3510302;Capela do Alto;2035;1.153;595;1.532;1.251;929;24.287;5.460;18.827;22,48
3510401;Capivari;2035;2.498;1.290;3.374;2.854;2.210;59.572;12.226;47.346;20,52
3510500;Caraguatatuba;2035;5.561;2.878;7.520;6.346;4.940;128.358;27.245;101.113;21,23
3510609;Carapicuíba;2035;19.285;9.754;25.029;21.047;16.594;418.301;91.709;326.592;21,92
3510708;Cardoso;2035;398;209;548;463;360;11.408;1.978;9.430;17,34
3510807;Casa Branca;2035;1.145;590;1.556;1.337;1.027;30.206;5.655;24.551;18,72
3510906;Cássia dos Coqueiros;2035;80;42;113;98;75;2.367;408;1.959;17,24
3511003;Castilho;2035;959;494;1.284;1.068;822;23.213;4.627;18.586;19,93
3511102;Catanduva;2035;3.702;1.933;5.172;4.530;3.632;117.179;18.969;98.210;16,19
3511201;Catiguá;2035;274;142;375;318;248;7.731;1.357;6.374;17,55
3511300;Cedral;2035;298;158;416;360;280;9.389;1.512;7.877;16,1
3511409;Cerqueira César;2035;895;467;1.215;1.014;768;20.853;4.359;16.494;20,9
3511508;Cerquilho;2035;1.944;1.001;2.621;2.232;1.744;52.703;9.542;43.161;18,11
3511607;Cesário Lange;2035;738;385;1.003;850;660;18.463;3.636;14.827;19,69
3511706;Charqueada;2035;762;391;1.033;882;686;18.616;3.754;14.862;20,17
3511904;Clementina;2035;422;216;558;468;366;9.454;2.030;7.424;21,47
3512001;Colina;2035;596;313;835;725;575;17.329;3.044;14.285;17,57
3512100;Colômbia;2035;256;129;341;294;230;6.003;1.250;4.753;20,82
3512209;Conchal;2035;1.264;651;1.704;1.450;1.132;29.230;6.201;23.029;21,21
3512308;Conchas;2035;772;397;1.025;859;661;17.896;3.714;14.182;20,75
3512407;Cordeirópolis;2035;1.081;559;1.462;1.240;969;27.543;5.311;22.232;19,28
3512506;Coroados;2035;211;113;300;258;200;6.356;1.082;5.274;17,02
3512605;Coronel Macedo;2035;190;98;258;214;164;4.749;924;3.825;19,46
3512704;Corumbataí;2035;153;82;211;176;135;4.033;757;3.276;18,77
3512803;Cosmópolis;2035;3.316;1.719;4.476;3.756;2.906;82.849;16.173;66.676;19,52
3512902;Cosmorama;2035;195;104;276;240;188;6.595;1.003;5.592;15,21
3513009;Cotia;2035;14.860;7.482;19.042;15.731;12.160;300.039;69.275;230.764;23,09
3513108;Cravinhos;2035;1.380;723;1.913;1.632;1.264;36.541;6.912;29.629;18,92
3513207;Cristais Paulista;2035;356;187;496;423;326;9.147;1.788;7.359;19,55
3513306;Cruzália;2035;65;34;92;81;63;1.946;335;1.611;17,21
3513405;Cruzeiro;2035;3.280;1.684;4.394;3.739;2.943;81.666;16.040;65.626;19,64
3513504;Cubatão;2035;5.915;3.032;7.896;6.669;5.171;139.638;28.683;110.955;20,54
3513603;Cunha;2035;798;418;1.122;971;750;21.317;4.059;17.258;19,04
3513702;Descalvado;2035;1.027;540;1.442;1.264;1.010;32.926;5.283;27.643;16,05
3513801;Diadema;2035;19.040;9.547;24.420;20.525;16.115;417.321;89.647;327.674;21,48
3513850;Dirce Reis;2035;48;29;69;63;50;1.664;259;1.405;15,56
3513900;Divinolândia;2035;362;187;498;439;351;10.496;1.837;8.659;17,5
3514007;Dobrada;2035;428;221;573;482;371;9.875;2.075;7.800;21,01
3514106;Dois Córregos;2035;1.341;680;1.762;1.486;1.167;29.159;6.436;22.723;22,07
3514205;Dolcinópolis;2035;62;32;86;73;57;1.914;310;1.604;16,2
3514304;Dourado;2035;254;133;357;316;251;8.105;1.311;6.794;16,18
3514403;Dracena;2035;1.487;775;2.052;1.772;1.368;45.279;7.454;37.825;16,46
3514502;Duartina;2035;388;201;532;461;369;11.410;1.951;9.459;17,1
3514601;Dumont;2035;348;188;501;432;337;10.535;1.806;8.729;17,14
3514700;Echaporã;2035;247;127;330;280;219;6.033;1.203;4.830;19,94
3514809;Eldorado;2035;884;450;1.183;993;738;16.516;4.248;12.268;25,72
3514908;Elias Fausto;2035;726;379;992;838;647;18.632;3.582;15.050;19,22
3514924;Elisiário;2035;118;62;165;142;111;3.647;598;3.049;16,4
3514957;Embaúba;2035;80;41;109;94;75;2.336;399;1.937;17,08
3515004;Embu;2035;14.774;7.418;19.107;16.112;12.540;302.057;69.951;232.106;23,16
3515103;Embu-Guaçu;2035;3.291;1.692;4.403;3.693;2.838;74.543;15.917;58.626;21,35
3515129;Emilianópolis;2035;96;50;138;117;92;3.013;493;2.520;16,36
3515152;Engenheiro Coelho;2035;1.083;559;1.451;1.211;933;24.831;5.237;19.594;21,09
3515186;Espírito Santo do Pinhal;2035;1.404;737;1.978;1.727;1.365;42.494;7.211;35.283;16,97
3515194;Espírito Santo do Turvo;2035;246;127;329;276;210;5.443;1.188;4.255;21,83
3515202;Estrela d'Oeste;2035;249;128;343;301;238;7.811;1.259;6.552;16,12
3515301;Estrela do Norte;2035;107;52;141;118;93;2.701;511;2.190;18,92
3515350;Euclides da Cunha Paulista;2035;411;214;563;475;363;9.748;2.026;7.722;20,78
3515400;Fartura;2035;644;336;874;735;568;15.979;3.157;12.822;19,76
3515509;Fernandópolis;2035;1.948;1.026;2.755;2.419;1.932;64.997;10.080;54.917;15,51
3515608;Fernando Prestes;2035;160;84;225;195;157;5.398;821;4.577;15,21
3515657;Fernão;2035;69;35;93;76;57;1.734;330;1.404;19,03
3515707;Ferraz de Vasconcelos;2035;10.023;5.167;13.495;11.365;8.739;219.414;48.789;170.625;22,24
3515806;Flora Rica;2035;41;23;62;55;44;1.416;225;1.191;15,89
3515905;Floreal;2035;62;33;93;86;68;2.603;342;2.261;13,14
3516002;Flórida Paulista;2035;379;197;523;451;337;11.222;1.887;9.335;16,82
3516101;Florínia;2035;104;52;137;115;87;2.580;495;2.085;19,19
3516200;Franca;2035;13.773;7.150;18.814;16.106;12.710;358.753;68.553;290.200;19,11
3516309;Francisco Morato;2035;9.936;5.060;12.996;10.761;8.248;201.229;47.001;154.228;23,36
3516408;Franco da Rocha;2035;8.041;4.097;10.528;8.813;6.861;174.309;38.340;135.969;22
3516507;Gabriel Monteiro;2035;71;38;100;86;69;2.539;364;2.175;14,34
3516606;Gália;2035;200;105;276;236;184;6.158;1.001;5.157;16,26
3516705;Garça;2035;1.391;729;1.943;1.682;1.328;40.618;7.073;33.545;17,41
3516804;Gastão Vidigal;2035;244;122;305;248;189;5.304;1.108;4.196;20,89
3516853;Gavião Peixoto;2035;176;92;243;209;165;4.765;885;3.880;18,57
3516903;General Salgado;2035;313;163;441;387;311;10.222;1.615;8.607;15,8
3517000;Getulina;2035;395;208;542;457;345;10.869;1.947;8.922;17,91
3517109;Glicério;2035;196;101;266;221;170;4.861;954;3.907;19,63
3517208;Guaiçara;2035;531;274;725;618;485;13.069;2.633;10.436;20,15
3517307;Guaimbê;2035;242;126;328;273;213;5.708;1.182;4.526;20,71
3517406;Guaíra;2035;1.337;699;1.848;1.581;1.246;39.534;6.711;32.823;16,98
3517505;Guapiaçu;2035;780;410;1.086;928;724;23.090;3.928;19.162;17,01
3517604;Guapiara;2035;908;463;1.204;1.006;762;18.555;4.343;14.212;23,41
3517703;Guará;2035;989;511;1.313;1.084;823;21.906;4.720;17.186;21,55
3517802;Guaraçai;2035;292;154;404;346;273;8.125;1.469;6.656;18,08
3517901;Guaraci;2035;481;249;649;556;439;11.764;2.374;9.390;20,18
3518008;Guarani d'Oeste;2035;63;31;83;69;54;1.849;300;1.549;16,22
3518107;Guarantã;2035;268;139;363;303;234;6.562;1.307;5.255;19,92
3518206;Guararapes;2035;1.211;618;1.634;1.418;1.116;32.650;5.997;26.653;18,37
3518305;Guararema;2035;1.526;776;2.014;1.700;1.316;33.296;7.332;25.964;22,02
3518404;Guaratinguetá;2035;4.610;2.373;6.276;5.439;4.301;121.345;22.999;98.346;18,95
3518503;Guareí;2035;546;291;760;641;464;16.745;2.702;14.043;16,14
3518602;Guariba;2035;1.712;880;2.302;1.956;1.536;41.975;8.386;33.589;19,98
3518701;Guarujá;2035;15.237;7.835;20.296;16.985;13.152;344.449;73.505;270.944;21,34
3518800;Guarulhos;2035;68.751;34.745;88.619;73.662;57.450;1.481.593;323.227;1.158.366;21,82
3518859;Guatapará;2035;326;170;441;369;282;7.892;1.588;6.304;20,12
3518909;Guzolândia;2035;208;108;283;239;185;5.403;1.023;4.380;18,93
3519006;Herculândia;2035;416;213;556;465;353;9.896;2.003;7.893;20,24
3519055;Holambra;2035;779;392;1.017;858;666;17.270;3.712;13.558;21,49
3519071;Hortolândia;2035;10.543;5.497;14.407;12.193;9.453;269.789;52.093;217.696;19,31
3519105;Iacanga;2035;503;260;679;564;429;12.411;2.435;9.976;19,62
3519204;Iacri;2035;216;110;290;250;198;5.969;1.064;4.905;17,83
3519253;Iaras;2035;284;155;366;318;389;7.537;1.512;6.025;20,06
3519303;Ibaté;2035;1.573;813;2.132;1.816;1.422;38.352;7.756;30.596;20,22
3519402;Ibirá;2035;465;242;646;558;437;12.740;2.348;10.392;18,43
3519501;Ibirarema;2035;342;178;467;389;296;8.243;1.672;6.571;20,28
3519600;Ibitinga;2035;2.207;1.147;3.041;2.630;2.076;61.906;11.101;50.805;17,93
3519709;Ibiúna;2035;3.459;1.793;4.710;3.980;3.045;81.357;16.987;64.370;20,88
3519808;Icém;2035;377;190;492;418;330;8.547;1.807;6.740;21,14
3519907;Iepê;2035;333;172;451;381;294;8.156;1.631;6.525;20
3520004;Igaraçu do Tietê;2035;950;488;1.283;1.104;873;24.838;4.698;20.140;18,91
3520103;Igarapava;2035;1.119;580;1.519;1.289;1.013;30.435;5.520;24.915;18,14
3520202;Igaratá;2035;431;220;577;485;374;9.797;2.087;7.710;21,3
3520301;Iguape;2035;1.327;696;1.817;1.504;1.129;30.530;6.473;24.057;21,2
3520400;Ilhabela;2035;1.707;870;2.256;1.896;1.468;37.794;8.197;29.597;21,69
3520426;Ilha Comprida;2035;578;295;753;609;450;11.718;2.685;9.033;22,91
3520442;Ilha Solteira;2035;753;397;1.074;948;757;25.198;3.929;21.269;15,59
3520509;Indaiatuba;2035;9.767;5.065;13.371;11.507;9.107;270.897;48.817;222.080;18,02
3520608;Indiana;2035;164;85;222;192;153;4.661;816;3.845;17,51
3520707;Indiaporã;2035;134;70;186;162;129;3.683;681;3.002;18,49
3520806;Inúbia Paulista;2035;154;80;209;180;139;4.102;762;3.340;18,58
3520905;Ipaussu;2035;644;336;873;726;556;15.369;3.135;12.234;20,4
3521002;Iperó;2035;1.607;844;2.200;1.819;1.362;39.560;7.832;31.728;19,8
3521101;Ipeúna;2035;412;215;550;443;331;9.344;1.951;7.393;20,88
3521150;Ipiguá;2035;207;108;285;242;188;5.777;1.030;4.747;17,83
3521200;Iporanga;2035;241;124;324;268;201;4.669;1.158;3.511;24,8
3521309;Ipuã;2035;756;391;1.016;847;645;17.483;3.655;13.828;20,91
3521408;Iracemápolis;2035;963;500;1.325;1.138;897;26.656;4.823;21.833;18,09
3521507;Irapuã;2035;295;155;398;330;253;8.032;1.431;6.601;17,82
3521606;Irapuru;2035;165;89;239;227;211;6.747;931;5.816;13,8
3521705;Itaberá;2035;731;375;993;848;657;17.706;3.604;14.102;20,35
3521804;Itaí;2035;1.274;659;1.703;1.411;1.072;29.022;6.119;22.903;21,08
3521903;Itajobi;2035;392;206;557;495;399;14.101;2.049;12.052;14,53
3522000;Itaju;2035;144;77;200;167;129;4.018;717;3.301;17,84
3522109;Itanhaém;2035;5.530;2.850;7.376;6.082;4.578;110.528;26.416;84.112;23,9
3522158;Itaóca;2035;140;75;191;162;123;3.191;691;2.500;21,65
3522208;Itapecerica da Serra;2035;9.163;4.635;11.901;9.973;7.754;188.921;43.426;145.495;22,99
3522307;Itapetininga;2035;7.443;3.861;10.083;8.474;6.486;176.222;36.347;139.875;20,63
3522406;Itapeva;2035;4.461;2.298;5.992;5.025;3.848;97.147;21.624;75.523;22,26
3522505;Itapevi;2035;14.523;7.379;18.912;15.600;11.891;283.494;68.305;215.189;24,09
3522604;Itapira;2035;2.147;1.140;3.107;2.758;2.198;71.135;11.350;59.785;15,96
3522653;Itapirapuã Paulista;2035;247;127;329;271;201;4.618;1.175;3.443;25,44
3522703;Itápolis;2035;1.381;726;1.941;1.678;1.318;42.144;7.044;35.100;16,71
3522802;Itaporanga;2035;684;350;912;758;575;14.846;3.279;11.567;22,09
3522901;Itapuí;2035;629;326;838;698;537;15.375;3.028;12.347;19,69
3523008;Itapura;2035;211;110;288;235;179;5.524;1.023;4.501;18,52
3523107;Itaquaquecetuba;2035;20.705;10.594;27.437;22.837;17.376;428.076;98.949;329.127;23,11
3523206;Itararé;2035;2.189;1.132;2.980;2.525;1.937;50.629;10.763;39.866;21,26
3523305;Itariri;2035;863;457;1.198;982;723;19.453;4.223;15.230;21,71
3523404;Itatiba;2035;4.659;2.439;6.461;5.537;4.320;130.083;23.416;106.667;18
3523503;Itatinga;2035;1.192;604;1.549;1.281;978;23.255;5.604;17.651;24,1
3523602;Itirapina;2035;659;349;901;767;619;18.547;3.295;15.252;17,77
3523701;Itirapuã;2035;277;145;380;312;234;6.655;1.348;5.307;20,26
3523800;Itobi;2035;253;132;352;306;240;7.482;1.283;6.199;17,15
3523909;Itu;2035;7.338;3.766;9.877;8.468;6.690;182.436;36.139;146.297;19,81
3524006;Itupeva;2035;3.335;1.703;4.341;3.569;2.747;73.403;15.695;57.708;21,38
3524105;Ituverava;2035;1.464;761;1.999;1.707;1.355;40.714;7.286;33.428;17,9
3524204;Jaborandi;2035;251;130;343;297;233;6.626;1.254;5.372;18,93
3524303;Jaboticabal;2035;2.412;1.270;3.394;2.955;2.335;74.391;12.366;62.025;16,62
3524402;Jacareí;2035;9.996;5.113;13.314;11.297;8.842;240.647;48.562;192.085;20,18
3524501;Jaci;2035;274;142;379;323;251;7.872;1.369;6.503;17,39
3524600;Jacupiranga;2035;776;405;1.051;879;669;17.528;3.780;13.748;21,57
3524709;Jaguariúna;2035;2.469;1.266;3.330;2.867;2.250;62.289;12.182;50.107;19,56
3524808;Jales;2035;1.347;710;1.901;1.671;1.344;45.970;6.973;38.997;15,17
3524907;Jambeiro;2035;279;147;387;326;246;6.900;1.385;5.515;20,07
3525003;Jandira;2035;5.967;3.053;7.914;6.662;5.182;140.674;28.778;111.896;20,46
3525102;Jardinópolis;2035;1.906;990;2.592;2.175;1.675;47.146;9.338;37.808;19,81
3525201;Jarinu;2035;1.660;852;2.192;1.810;1.384;36.443;7.898;28.545;21,67
3525300;Jaú;2035;5.685;2.967;7.816;6.687;5.265;158.639;28.420;130.219;17,91
3525409;Jeriquara;2035;120;64;169;142;111;3.114;606;2.508;19,46
3525508;Joanópolis;2035;478;247;644;547;429;13.198;2.345;10.853;17,77
3525607;João Ramalho;2035;183;94;248;212;165;4.588;902;3.686;19,66
3525706;José Bonifácio;2035;1.360;710;1.888;1.622;1.274;38.572;6.854;31.718;17,77
3525805;Júlio Mesquita;2035;205;106;286;248;189;4.832;1.034;3.798;21,4
3525854;Jumirim;2035;130;69;181;156;122;3.747;658;3.089;17,56
3525904;Jundiaí;2035;15.610;7.981;20.924;18.063;14.361;431.828;76.939;354.889;17,82
3526001;Junqueirópolis;2035;762;392;1.024;867;668;21.230;3.713;17.517;17,49
3526100;Juquiá;2035;905;468;1.222;1.023;771;19.123;4.389;14.734;22,95
3526209;Juquitiba;2035;1.630;835;2.150;1.779;1.351;32.869;7.745;25.124;23,56
3526308;Lagoinha;2035;176;93;248;210;159;4.807;886;3.921;18,43
3526407;Laranjal Paulista;2035;1.204;618;1.619;1.383;1.079;30.146;5.903;24.243;19,58
3526506;Lavínia;2035;138;74;196;171;117;8.110;696;7.414;8,58
3526605;Lavrinhas;2035;359;182;471;398;309;7.776;1.719;6.057;22,11
3526704;Leme;2035;4.346;2.248;5.910;5.037;3.938;109.246;21.479;87.767;19,66
3526803;Lençóis Paulista;2035;2.536;1.329;3.508;2.992;2.340;69.825;12.705;57.120;18,2
3526902;Limeira;2035;10.437;5.436;14.478;12.601;10.014;308.536;52.966;255.570;17,17
