cod_ibge;municipio;ano;de_00a03anos;de_04e05anos;de_06a10anos;de_11a14anos;de_15a17anos;populacao_total;ate17anos;demais_idades;partic_ate17anos
3530706;Mogi-Guaçu;2030;5.982;3.149;8.386;7.183;5.631;154.442;30.331;124.111;19,64
3530805;Moji Mirim;2030;3.318;1.753;4.664;4.028;3.243;91.975;17.006;74.969;18,49
3530904;Mombuca;2030;156;84;209;174;129;3.391;752;2.639;22,18
3531001;Monções;2030;76;39;101;87;69;2.150;372;1.778;17,3
3531100;Mongaguá;2030;3.194;1.637;4.105;3.214;2.302;60.304;14.452;45.852;23,97
3531209;Monte Alegre do Sul;2030;301;156;404;332;252;8.103;1.445;6.658;17,83
3531308;Monte Alto;2030;1.639;869;2.338;2.013;1.567;48.638;8.426;40.212;17,32
3531407;Monte Aprazível;2030;817;431;1.143;971;744;24.134;4.106;20.028;17,01
3531506;Monte Azul Paulista;2030;608;324;881;772;610;17.545;3.195;14.350;18,21
3531605;Monte Castelo;2030;123;66;175;146;111;3.901;621;3.280;15,92
3531704;Monteiro Lobato;2030;192;101;254;199;143;4.683;889;3.794;18,98
3531803;Monte Mor;2030;3.329;1.725;4.426;3.604;2.723;68.415;15.807;52.608;23,1
3531902;Morro Agudo;2030;1.662;853;2.210;1.846;1.408;34.855;7.979;26.876;22,89
3532009;Morungaba;2030;636;334;867;717;550;14.252;3.104;11.148;21,78
3532058;Motuca;2030;189;101;260;219;167;4.870;936;3.934;19,22
3532108;Murutinga do Sul;2030;137;74;189;150;106;4.270;656;3.614;15,36
3532157;Nantes;2030;164;86;223;176;130;3.366;779;2.587;23,14
3532207;Narandiba;2030;265;138;360;294;219;5.277;1.276;4.001;24,18
3532306;Natividade da Serra;2030;314;164;419;334;246;6.731;1.477;5.254;21,94
3532405;Nazaré Paulista;2030;929;486;1.261;1.035;788;19.959;4.499;15.460;22,54
3532504;Neves Paulista;2030;218;118;323;286;229;8.297;1.174;7.123;14,15
3532603;Nhandeara;2030;297;158;429;372;290;10.458;1.546;8.912;14,78
3532702;Nipoã;2030;221;113;300;253;192;5.369;1.079;4.290;20,1
3532801;Nova Aliança;2030;250;134;351;287;213;6.725;1.235;5.490;18,36
3532827;Nova Campina;2030;619;322;813;636;449;10.752;2.839;7.913;26,4
3532843;Nova Canaã Paulista;2030;53;27;74;61;48;1.773;263;1.510;14,83
3532868;Nova Castilho;2030;48;24;67;56;42;1.204;237;967;19,68
3532900;Nova Europa;2030;520;272;695;560;409;11.747;2.456;9.291;20,91
3533007;Nova Granada;2030;866;453;1.189;991;750;22.090;4.249;17.841;19,23
3533106;Nova Guataporanga;2030;74;40;103;85;63;2.177;365;1.812;16,77
3533205;Nova Independência;2030;190;98;251;201;149;4.125;889;3.236;21,55
3533254;Novais;2030;278;143;374;309;226;6.091;1.330;4.761;21,84
3533304;Nova Lusitânia;2030;184;94;241;193;145;4.407;857;3.550;19,45
3533403;Nova Odessa;2030;2.387;1.243;3.241;2.708;2.081;61.984;11.660;50.324;18,81
3533502;Novo Horizonte;2030;1.589;834;2.171;1.797;1.354;40.227;7.745;32.482;19,25
3533601;Nuporanga;2030;272;145;387;325;246;7.488;1.375;6.113;18,36
3533700;Ocauçu;2030;171;89;230;191;144;4.103;825;3.278;20,11
3533809;Óleo;2030;106;54;140;112;84;2.426;496;1.930;20,45
3533908;Olímpia;2030;1.970;1.031;2.745;2.368;1.848;53.671;9.962;43.709;18,56
3534005;Onda Verde;2030;185;95;247;203;155;4.442;885;3.557;19,92
3534104;Oriente;2030;241;126;335;281;218;6.327;1.201;5.126;18,98
3534203;Orindiúva;2030;328;170;444;367;273;7.644;1.582;6.062;20,7
3534302;Orlândia;2030;1.733;908;2.416;2.068;1.628;43.594;8.753;34.841;20,08
3534401;Osasco;2030;31.837;16.294;42.142;35.490;28.393;697.016;154.156;542.860;22,12
3534500;Oscar Bressane;2030;85;45;121;103;78;2.427;432;1.995;17,8
3534609;Osvaldo Cruz;2030;990;534;1.405;1.198;945;30.931;5.072;25.859;16,4
3534708;Ourinhos;2030;4.815;2.516;6.640;5.635;4.366;115.161;23.972;91.189;20,82
3534757;Ouroeste;2030;439;234;612;505;378;10.611;2.168;8.443;20,43
3534807;Ouro Verde;2030;394;204;533;441;333;8.611;1.905;6.706;22,12
3534906;Pacaembu;2030;369;192;506;424;291;12.880;1.782;11.098;13,84
3535002;Palestina;2030;439;234;619;518;381;12.585;2.191;10.394;17,41
3535101;Palmares Paulista;2030;628;322;836;685;509;14.460;2.980;11.480;20,61
3535200;Palmeira d'Oeste;2030;278;148;389;327;253;8.743;1.395;7.348;15,96
3535309;Palmital;2030;863;454;1.197;1.019;797;21.522;4.330;17.192;20,12
3535408;Panorama;2030;703;364;936;768;575;15.681;3.346;12.335;21,34
3535507;Paraguaçu Paulista;2030;1.838;966;2.565;2.166;1.642;45.130;9.177;35.953;20,33
3535606;Paraibuna;2030;898;468;1.231;1.032;804;18.916;4.433;14.483;23,44
3535705;Paraíso;2030;251;131;337;281;215;6.463;1.215;5.248;18,8
3535804;Paranapanema;2030;1.007;526;1.356;1.102;821;21.695;4.812;16.883;22,18
3535903;Paranapuã;2030;137;72;185;153;116;3.897;663;3.234;17,01
3536000;Parapuã;2030;338;178;469;394;298;10.162;1.677;8.485;16,5
3536109;Pardinho;2030;387;199;504;405;302;7.110;1.797;5.313;25,27
3536208;Pariquera-Açu;2030;937;488;1.285;1.085;840;19.811;4.635;15.176;23,4
3536257;Parisi;2030;65;34;92;79;62;2.036;332;1.704;16,31
3536307;Patrocínio Paulista;2030;790;401;1.017;824;620;15.701;3.652;12.049;23,26
3536406;Paulicéia;2030;366;189;486;392;292;7.751;1.725;6.026;22,26
3536505;Paulínia;2030;5.526;2.844;7.350;6.080;4.651;120.455;26.451;94.004;21,96
3536570;Paulistânia;2030;66;36;90;72;52;1.758;316;1.442;17,97
3536604;Paulo de Faria;2030;348;182;478;403;311;8.493;1.722;6.771;20,28
3536703;Pederneiras;2030;2.012;1.057;2.770;2.294;1.698;48.200;9.831;38.369;20,4
3536802;Pedra Bela;2030;237;128;335;279;211;6.025;1.190;4.835;19,75
3536901;Pedranópolis;2030;70;36;95;80;62;2.323;343;1.980;14,77
3537008;Pedregulho;2030;749;388;1.008;846;655;16.648;3.646;13.002;21,9
3537107;Pedreira;2030;1.892;999;2.640;2.243;1.759;49.717;9.533;40.184;19,17
3537156;Pedrinhas Paulista;2030;104;55;145;121;90;3.041;515;2.526;16,94
3537206;Pedro de Toledo;2030;619;316;793;616;438;11.717;2.782;8.935;23,74
3537305;Penápolis;2030;2.348;1.237;3.255;2.734;2.087;61.559;11.661;49.898;18,94
3537404;Pereira Barreto;2030;1.034;538;1.413;1.197;927;25.443;5.109;20.334;20,08
3537503;Pereiras;2030;395;205;532;434;322;9.091;1.888;7.203;20,77
3537602;Peruíbe;2030;4.052;2.086;5.416;4.458;3.340;71.318;19.352;51.966;27,13
3537701;Piacatu;2030;254;133;348;288;216;6.284;1.239;5.045;19,72
3537800;Piedade;2030;2.366;1.239;3.223;2.656;2.014;54.513;11.498;43.015;21,09
3537909;Pilar do Sul;2030;1.431;746;1.952;1.624;1.246;29.413;6.999;22.414;23,8
3538006;Pindamonhangaba;2030;7.320;3.848;10.163;8.550;6.509;173.238;36.390;136.848;21,01
3538105;Pindorama;2030;611;321;844;709;537;16.764;3.022;13.742;18,03
3538204;Pinhalzinho;2030;622;331;844;679;496;15.802;2.972;12.830;18,81
3538303;Piquerobi;2030;128;68;179;150;117;3.494;642;2.852;18,37
3538501;Piquete;2030;531;278;724;605;467;13.384;2.605;10.779;19,46
3538600;Piracaia;2030;1.111;584;1.530;1.279;980;27.011;5.484;21.527;20,3
3538709;Piracicaba;2030;14.945;7.886;20.994;18.036;14.279;402.403;76.140;326.263;18,92
3538808;Piraju;2030;1.144;603;1.588;1.335;1.023;28.270;5.693;22.577;20,14
3538907;Pirajuí;2030;774;407;1.080;945;752;23.345;3.958;19.387;16,95
3539004;Pirangi;2030;360;190;509;438;344;10.764;1.841;8.923;17,1
3539103;Pirapora do Bom Jesus;2030;1.123;576;1.440;1.123;795;21.686;5.057;16.629;23,32
3539202;Pirapozinho;2030;1.234;650;1.707;1.416;1.078;29.083;6.085;22.998;20,92
3539301;Pirassununga;2030;2.727;1.431;3.786;3.222;2.496;75.257;13.662;61.595;18,15
3539400;Piratininga;2030;560;291;755;622;478;13.990;2.706;11.284;19,34
3539509;Pitangueiras;2030;1.885;978;2.556;2.139;1.626;41.039;9.184;31.855;22,38
3539608;Planalto;2030;280;144;375;311;239;5.661;1.349;4.312;23,83
3539707;Platina;2030;188;96;244;201;154;3.752;883;2.869;23,53
3539806;Poá;2030;5.806;3.008;7.940;6.774;5.339;122.260;28.867;93.393;23,61
3539905;Poloni;2030;213;111;296;250;183;5.757;1.053;4.704;18,29
3540002;Pompéia;2030;779;409;1.080;914;716;22.142;3.898;18.244;17,6
3540101;Pongaí;2030;97;52;143;124;95;3.234;511;2.723;15,8
3540200;Pontal;2030;2.571;1.332;3.437;2.818;2.113;54.836;12.271;42.565;22,38
3540259;Pontalinda;2030;202;101;270;228;175;4.728;976;3.752;20,64
3540309;Pontes Gestal;2030;104;54;142;117;89;2.529;506;2.023;20,01
3540408;Populina;2030;127;67;177;148;112;3.806;631;3.175;16,58
3540507;Porangaba;2030;419;220;555;438;311;9.900;1.943;7.957;19,63
3540606;Porto Feliz;2030;2.173;1.132;2.969;2.489;1.910;53.418;10.673;42.745;19,98
3540705;Porto Ferreira;2030;2.087;1.108;2.945;2.521;1.980;55.396;10.641;44.755;19,21
3540754;Potim;2030;851;441;1.131;919;646;21.719;3.988;17.731;18,36
3540804;Potirendaba;2030;614;322;849;721;554;17.157;3.060;14.097;17,84
3540853;Pracinha;2030;75;42;98;81;66;2.963;362;2.601;12,22
3540903;Pradópolis;2030;1.025;530;1.372;1.135;860;23.231;4.922;18.309;21,19
3541000;Praia Grande;2030;17.107;8.783;22.399;18.110;13.524;354.070;79.923;274.147;22,57
3541059;Pratânia;2030;274;142;359;288;216;5.673;1.279;4.394;22,55
3541109;Presidente Alves;2030;139;74;197;169;131;3.923;710;3.213;18,1
3541208;Presidente Bernardes;2030;418;227;610;520;403;13.540;2.178;11.362;16,09
3541307;Presidente Epitácio;2030;1.772;928;2.437;2.046;1.577;43.029;8.760;34.269;20,36
3541406;Presidente Prudente;2030;8.366;4.416;11.738;10.037;7.839;227.646;42.396;185.250;18,62
3541505;Presidente Venceslau;2030;1.235;656;1.752;1.503;1.172;37.554;6.318;31.236;16,82
3541604;Promissão;2030;1.951;999;2.577;2.118;1.608;42.748;9.253;33.495;21,65
3541653;Quadra;2030;168;86;216;172;125;4.044;767;3.277;18,97
3541703;Quatá;2030;668;346;905;753;578;14.760;3.250;11.510;22,02
3541802;Queiroz;2030;179;94;228;177;126;3.660;804;2.856;21,97
3541901;Queluz;2030;596;306;794;650;488;13.453;2.834;10.619;21,07
3542008;Quitana;2030;266;140;368;306;234;6.834;1.314;5.520;19,23
3542107;Rafard;2030;415;217;568;488;389;9.323;2.077;7.246;22,28
3542206;Rancharia;2030;1.143;601;1.577;1.319;1.012;28.886;5.652;23.234;19,57
3542305;Redenção da Serra;2030;162;82;214;175;129;3.802;762;3.040;20,04
3542404;Regente Feijó;2030;734;387;1.018;857;649;19.995;3.645;16.350;18,23
3542503;Reginópolis;2030;179;108;243;216;239;7.086;985;6.101;13,9
3542602;Registro;2030;2.493;1.297;3.385;2.835;2.185;54.781;12.195;42.586;22,26
3542701;Restinga;2030;440;234;597;490;367;8.255;2.128;6.127;25,78
3542800;Ribeira;2030;164;86;214;167;120;3.233;751;2.482;23,23
3542909;Ribeirão Bonito;2030;636;330;869;731;561;13.632;3.127;10.505;22,94
3543006;Ribeirão Branco;2030;904;475;1.213;966;690;17.685;4.248;13.437;24,02
3543105;Ribeirão Corrente;2030;247;126;320;256;189;4.987;1.138;3.849;22,82
3543204;Ribeirão do Sul;2030;158;83;219;184;141;4.253;785;3.468;18,46
3543238;Ribeirão dos Índios;2030;72;37;98;81;60;2.091;348;1.743;16,64
3543253;Ribeirão Grande;2030;352;184;478;393;296;7.591;1.703;5.888;22,43
3543303;Ribeirão Pires;2030;4.614;2.410;6.400;5.515;4.376;121.747;23.315;98.432;19,15
3543402;Ribeirão Preto;2030;26.808;14.123;37.622;32.371;25.638;726.450;136.562;589.888;18,8
3543501;Riversul;2030;281;144;364;288;203;5.555;1.280;4.275;23,04
3543600;Rifaina;2030;130;68;175;144;105;3.470;622;2.848;17,93
3543709;Rincão;2030;453;236;612;510;384;10.573;2.195;8.378;20,76
3543808;Rinópolis;2030;332;172;455;392;306;9.480;1.657;7.823;17,48
3543907;Rio Claro;2030;7.691;4.058;10.755;9.140;7.087;210.004;38.731;171.273;18,44
3544004;Rio das Pedras;2030;1.642;850;2.195;1.806;1.359;37.676;7.852;29.824;20,84
3544103;Rio Grande da Serra;2030;2.428;1.266;3.253;2.649;1.976;54.393;11.572;42.821;21,27
3544202;Riolândia;2030;524;268;686;564;412;12.101;2.454;9.647;20,28
3544251;Rosana;2030;692;370;980;817;624;17.830;3.483;14.347;19,53
3544301;Roseira;2030;523;270;701;587;461;11.359;2.542;8.817;22,38
3544400;Rubiácea;2030;140;72;183;145;105;3.405;645;2.760;18,94
3544509;Rubinéia;2030;107;57;147;122;93;3.022;526;2.496;17,41
3544608;Sabino;2030;241;125;327;275;217;5.590;1.185;4.405;21,2
3544707;Sagres;2030;93;49;126;103;77;2.346;448;1.898;19,1
3544806;Sales;2030;251;133;348;284;211;6.299;1.227;5.072;19,48
3544905;Sales Oliveira;2030;436;233;611;519;401;12.035;2.200;9.835;18,28
3545001;Salesópolis;2030;942;488;1.268;1.041;780;17.832;4.519;13.313;25,34
3545100;Salmourão;2030;214;114;293;235;167;5.303;1.023;4.280;19,29
3545159;Saltinho;2030;250;134;358;302;230;8.115;1.274;6.841;15,7
3545209;Salto;2030;4.848;2.535;6.646;5.569;4.267;121.660;23.865;97.795;19,62
3545308;Salto de Pirapora;2030;2.191;1.145;2.973;2.449;1.842;46.813;10.600;36.213;22,64
3545407;Salto Grande;2030;449;231;594;485;369;9.362;2.128;7.234;22,73
3545506;Sandovalina;2030;227;117;300;242;177;4.628;1.063;3.565;22,97
3545605;Santa Adélia;2030;578;302;797;671;520;15.161;2.868;12.293;18,92
3545704;Santa Albertina;2030;156;86;226;190;142;5.502;800;4.702;14,54
3545803;Santa Bárbara d'Oeste;2030;6.668;3.548;9.537;8.267;6.551;193.153;34.571;158.582;17,9
3546009;Santa Branca;2030;578;303;781;642;485;14.438;2.789;11.649;19,32
3546108;Santa Clara d'Oeste;2030;65;35;91;78;63;1.925;332;1.593;17,25
3546207;Santa Cruz da Conceição;2030;156;81;213;172;123;4.525;745;3.780;16,46
3546256;Santa Cruz da Esperança;2030;94;50;125;103;75;2.160;447;1.713;20,69
3546306;Santa Cruz das Palmeiras;2030;1.584;828;2.164;1.798;1.363;36.375;7.737;28.638;21,27
3546405;Santa Cruz do Rio Pardo;2030;2.016;1.044;2.720;2.278;1.750;47.578;9.808;37.770;20,61
3546504;Santa Ernestina;2030;211;111;294;253;196;5.523;1.065;4.458;19,28
3546603;Santa Fé do Sul;2030;1.035;556;1.489;1.270;979;31.387;5.329;26.058;16,98
3546702;Santa Gertrudes;2030;1.391;715;1.823;1.485;1.125;29.882;6.539;23.343;21,88
3546801;Santa Isabel;2030;2.708;1.405;3.654;3.031;2.328;58.191;13.126;45.065;22,56
3546900;Santa Lucia;2030;425;218;562;470;362;8.828;2.037;6.791;23,07
3547007;Santa Maria da Serra;2030;359;184;464;370;273;6.790;1.650;5.140;24,3
3547106;Santa Mercedes;2030;118;62;155;125;93;2.832;553;2.279;19,53
3547205;Santana da Ponte Pensa;2030;36;18;48;41;33;1.395;176;1.219;12,62
3547304;Santana de Parnaíba;2030;7.901;4.052;10.298;8.310;6.247;162.322;36.808;125.514;22,68
3547403;Santa Rita d'Oeste;2030;64;33;94;82;68;2.243;341;1.902;15,2
3547502;Santa Rita do Passa Quatro;2030;895;472;1.260;1.092;857;26.035;4.576;21.459;17,58
3547601;Santa Rosa do Viterbo;2030;1.031;545;1.432;1.195;889;26.649;5.092;21.557;19,11
3547650;Santa Salete;2030;43;24;59;49;39;1.401;214;1.187;15,27
3547700;Santo Anastácio;2030;771;405;1.072;907;700;19.888;3.855;16.033;19,38
3547809;Santo André;2030;27.130;14.081;36.862;31.421;25.339;697.124;134.833;562.291;19,34
3547908;Santo Antonio da Alegria;2030;256;136;358;295;219;6.802;1.264;5.538;18,58
3548005;Santo Antonio da Posse;2030;1.025;536;1.388;1.146;867;24.453;4.962;19.491;20,29
3548054;Santo Antonio do Aracanguá;2030;320;167;440;365;275;8.606;1.567;7.039;18,21
3548104;Santo Antonio do Jardim;2030;211;110;284;235;182;5.787;1.022;4.765;17,66
3548203;Santo Antonio do Pinhal;2030;312;164;424;347;262;6.769;1.509;5.260;22,29
3548302;Santo Expedito;2030;129;66;169;134;99;3.092;597;2.495;19,31
3548401;Santópolis do Aguapeí;2030;212;109;289;242;180;4.931;1.032;3.899;20,93
3548500;Santos;2030;16.806;8.669;22.727;19.480;15.824;435.529;83.506;352.023;19,17
3548609;São Bento do Sapucaí;2030;416;216;562;458;339;10.575;1.991;8.584;18,83
3548708;São Bernardo do Campo;2030;34.110;17.567;45.913;39.126;31.206;836.446;167.922;668.524;20,08
3548807;São Caetano do Sul;2030;4.658;2.464;6.686;5.941;4.897;148.700;24.646;124.054;16,57
3548906;São Carlos;2030;9.093;4.798;12.723;10.876;8.563;253.937;46.053;207.884;18,14
3549003;São Francisco;2030;93;49;126;103;75;2.573;446;2.127;17,33
3549102;São João da Boa Vista;2030;3.037;1.618;4.278;3.611;2.794;88.436;15.338;73.098;17,34
3549201;São João das Duas Pontes;2030;80;44;113;96;72;2.365;405;1.960;17,12
3549250;São João de Iracema;2030;66;36;96;80;60;1.866;338;1.528;18,11
3549300;São João do Pau d'Alho;2030;56;30;79;67;48;1.866;280;1.586;15,01
3549409;São Joaquim da Barra;2030;2.093;1.086;2.862;2.432;1.907;52.600;10.380;42.220;19,73
3549508;São José da Bela Vista;2030;458;235;592;464;327;9.033;2.076;6.957;22,98
3549607;São José do Barreiro;2030;188;97;246;197;142;4.099;870;3.229;21,22
3549706;São José do Rio Pardo;2030;1.967;1.042;2.803;2.424;1.906;53.577;10.142;43.435;18,93
3549805;São José do Rio Preto;2030;16.163;8.514;22.775;19.766;15.754;466.238;82.972;383.266;17,8
3549904;São José dos Campos;2030;32.594;16.949;44.720;38.249;30.468;763.810;162.980;600.830;21,34
3549953;São Lourenço da Serra;2030;792;410;1.054;855;634;16.887;3.745;13.142;22,18
3550001;São Luís do Paraitinga;2030;449;238;630;532;413;10.687;2.262;8.425;21,17
3550100;São Manuel;2030;1.683;880;2.307;1.931;1.490;40.447;8.291;32.156;20,5
3550209;São Miguel Arcanjo;2030;1.596;825;2.131;1.747;1.313;33.088;7.612;25.476;23,01
3550308;São Paulo;2030;521.984;270.784;708.153;602.503;487.017;12.242.971;2.590.441;9.652.530;21,16
3550407;São Pedro;2030;1.450;761;1.964;1.595;1.189;35.897;6.959;28.938;19,39
3550506;São Pedro do Turvo;2030;349;182;472;385;284;7.532;1.672;5.860;22,2
3550605;São Roque;2030;3.712;1.954;5.137;4.294;3.287;92.329;18.384;73.945;19,91
3550704;São Sebastião;2030;4.635;2.398;6.204;5.127;3.929;96.765;22.293;74.472;23,04
3550803;São Sebastião da Grama;2030;448;236;619;518;391;11.827;2.212;9.615;18,7
3550902;São Simão;2030;605;318;835;695;527;15.188;2.980;12.208;19,62
3551009;São Vicente;2030;16.991;8.779;22.814;19.072;14.773;378.230;82.429;295.801;21,79
3551108;Sarapuí;2030;544;281;709;551;395;10.999;2.480;8.519;22,55
3551207;Sarutaiá;2030;180;93;237;193;141;3.689;844;2.845;22,88
3551306;Sebastianópolis do Sul;2030;102;54;145;124;93;3.368;518;2.850;15,38
3551405;Serra Azul;2030;542;281;707;564;390;13.189;2.484;10.705;18,83
3551504;Serrana;2030;2.266;1.178;3.059;2.528;1.903;48.320;10.934;37.386;22,63
3551603;Serra Negra;2030;960;508;1.354;1.156;907;27.675;4.885;22.790;17,65
3551702;Sertãozinho;2030;5.177;2.708;7.200;6.174;4.824;128.850;26.083;102.767;20,24
3551801;Sete Barras;2030;712;364;917;732;529;12.847;3.254;9.593;25,33
3551900;Severínia;2030;781;407;1.056;870;645;18.361;3.759;14.602;20,47
3552007;Silveiras;2030;302;156;402;324;241;6.514;1.425;5.089;21,88
3552106;Socorro;2030;1.453;768;2.025;1.703;1.313;39.538;7.262;32.276;18,37
3552205;Sorocaba;2030;28.454;15.032;39.685;33.407;25.826;701.571;142.404;559.167;20,3
3552304;Sud Mennucci;2030;328;173;456;387;307;7.825;1.651;6.174;21,1
3552403;Sumaré;2030;13.373;6.940;18.192;15.336;11.806;313.381;65.647;247.734;20,95
3552502;Suzano;2030;15.235;7.863;20.331;16.744;12.741;313.762;72.914;240.848;23,24
3552551;Suzanópolis;2030;209;107;276;224;165;4.329;981;3.348;22,66
3552601;Tabapuã;2030;422;225;596;507;385;12.038;2.135;9.903;17,74
3552700;Tabatinga;2030;726;378;975;797;597;16.775;3.473;13.302;20,7
3552809;Taboão da Serra;2030;15.928;8.082;21.115;17.919;14.075;314.320;77.119;237.201;24,54
3552908;Taciba;2030;264;137;350;283;208;6.296;1.242;5.054;19,73
3553005;Taguaí;2030;762;396;1.027;839;627;14.987;3.651;11.336;24,36
3553104;Taiaçu;2030;230;122;317;260;193;6.100;1.122;4.978;18,39
3553203;Taiúva;2030;163;89;233;200;168;6.111;853;5.258;13,96
3553302;Tambaú;2030;988;516;1.349;1.129;865;23.120;4.847;18.273;20,96
3553401;Tanabi;2030;870;458;1.225;1.053;829;25.282;4.435;20.847;17,54
3553500;Tapiraí;2030;400;207;524;415;300;7.792;1.846;5.946;23,69
3553609;Tapiratiba;2030;456;247;652;544;405;12.520;2.304;10.216;18,4
3553658;Taquaral;2030;112;59;152;125;96;2.764;544;2.220;19,68
3553708;Taquaritinga;2030;2.146;1.124;2.948;2.485;1.932;54.469;10.635;43.834;19,52
3553807;Taquarituba;2030;1.077;560;1.469;1.229;939;23.666;5.274;18.392;22,29
3553856;Taquarivaí;2030;339;177;450;355;255;6.296;1.576;4.720;25,03
3553906;Tarabaí;2030;355;187;479;389;290;7.795;1.700;6.095;21,81
3553955;Tarumã;2030;741;387;1.004;830;628;16.131;3.590;12.541;22,26
3554003;Tatuí;2030;6.132;3.168;8.188;6.743;5.140;130.009;29.371;100.638;22,59
3554102;Taubaté;2030;13.130;6.907;18.229;15.452;12.090;324.754;65.808;258.946;20,26
3554201;Tejupá;2030;259;134;336;263;190;4.793;1.182;3.611;24,66
3554300;Teodoro Sampaio;2030;1.008;528;1.375;1.136;853;23.098;4.900;18.198;21,21
3554409;Terra Roxa;2030;397;205;539;457;354;9.560;1.952;7.608;20,42
3554508;Tietê;2030;1.879;969;2.509;2.082;1.594;44.070;9.033;35.037;20,5
3554607;Timburi;2030;97;50;131;105;76;2.484;459;2.025;18,48
3554656;Torre de Pedra;2030;97;52;132;104;78;2.358;463;1.895;19,64
3554706;Torrinha;2030;340;182;490;412;309;9.860;1.733;8.127;17,58
3554755;Trabiju;2030;79;42;109;88;63;1.821;381;1.440;20,92
3554805;Tremembé;2030;1.866;981;2.529;2.063;1.495;49.374;8.934;40.440;18,09
3554904;Três Fronteiras;2030;193;102;272;229;174;5.536;970;4.566;17,52
3554953;Tuiuti;2030;266;139;357;288;216;6.884;1.266;5.618;18,39
3555000;Tupã;2030;2.068;1.084;2.892;2.513;2.014;61.401;10.571;50.830;17,22
3555109;Tupi Paulista;2030;407;220;593;506;378;14.767;2.104;12.663;14,25
3555208;Turiúba;2030;49;27;72;62;47;1.839;257;1.582;13,97
3555307;Turmalina;2030;49;28;73;63;45;1.657;258;1.399;15,57
3555356;Ubarana;2030;323;166;418;331;242;6.613;1.480;5.133;22,38
3555406;Ubatuba;2030;4.316;2.280;5.912;4.820;3.605;96.515;20.933;75.582;21,69
3555505;Ubirajara;2030;215;112;292;240;177;4.843;1.036;3.807;21,39
3555604;Uchôa;2030;327;174;458;387;291;9.686;1.637;8.049;16,9
3555703;União Paulista;2030;92;44;115;94;69;1.853;414;1.439;22,34
3555802;Urânia;2030;249;134;355;304;236;8.302;1.278;7.024;15,39
3555901;Uru;2030;40;19;57;50;42;1.170;208;962;17,78
3556008;Urupês;2030;464;246;653;555;438;13.240;2.356;10.884;17,79
3556107;Valentim Gentil;2030;542;287;751;622;471;13.833;2.673;11.160;19,32
3556206;Valinhos;2030;4.792;2.505;6.596;5.578;4.303;133.638;23.774;109.864;17,79
3556305;Valparaíso;2030;993;512;1.342;1.133;856;24.951;4.836;20.115;19,38
3556354;Vargem;2030;411;213;547;438;314;10.842;1.923;8.919;17,74
3556404;Vargem Grande do Sul;2030;1.866;969;2.525;2.114;1.624;43.048;9.098;33.950;21,13
3556453;Vargem Grande Paulista;2030;3.221;1.635;4.201;3.473;2.677;61.050;15.207;45.843;24,91
3556503;Várzea Paulista;2030;5.600;2.913;7.752;6.676;5.243;128.969;28.184;100.785;21,85
3556602;Vera Cruz;2030;402;210;552;459;346;10.333;1.969;8.364;19,06
3556701;Vinhedo;2030;3.347;1.746;4.606;3.913;3.050;85.651;16.662;68.989;19,45
3556800;Viradouro;2030;753;395;1.050;894;691;19.030;3.783;15.247;19,88
3556909;Vista Alegre do Alto;2030;332;180;467;387;288;8.673;1.654;7.019;19,07
3556958;Vitória Brasil;2030;59;32;86;72;54;1.749;303;1.446;17,32
3557006;Votorantim;2030;5.609;2.929;7.701;6.484;4.998;127.271;27.721;99.550;21,78
3557105;Votuporanga;2030;3.136;1.678;4.506;3.877;3.040;94.506;16.237;78.269;17,18
3557154;Zacarias;2030;98;50;130;107;78;2.678;463;2.215;17,29
3557204;Chavantes;2030;566;295;777;657;508;12.249;2.803;9.446;22,88
3557303;Estiva Gerbi;2030;480;253;657;538;393;11.746;2.321;9.425;19,76
3500105;Adamantina;2035;1.028;531;1.424;1.262;1.014;33.014;5.259;27.755;15,93
3500204;Adolfo;2035;96;49;137;120;96;3.239;498;2.741;15,38
3500303;Aguaí;2035;1.654;845;2.195;1.857;1.450;38.916;8.001;30.915;20,56
3500402;Águas da Prata;2035;242;127;338;291;228;7.744;1.226;6.518;15,83
3500501;Águas de Lindóia;2035;787;394;1.031;893;714;18.928;3.819;15.109;20,18
3500550;Águas de Santa Bárbara;2035;255;132;348;294;227;6.191;1.256;4.935;20,29
3500600;Águas de São Pedro;2035;118;62;167;143;111;3.315;601;2.714;18,13
3500709;Agudos;2035;1.467;758;1.990;1.707;1.339;37.216;7.261;29.955;19,51
3500758;Alambari;2035;283;150;388;318;238;6.694;1.377;5.317;20,57
3500808;Alfredo Marcondes;2035;113;59;159;138;109;3.795;578;3.217;15,23
3500907;Altair;2035;156;82;211;179;140;4.188;768;3.420;18,34
3501004;Altinópolis;2035;536;279;749;648;509;15.259;2.721;12.538;17,83
3501103;Alto Alegre;2035;119;61;165;140;111;3.811;596;3.215;15,64
3501152;Alumínio;2035;840;429;1.122;938;724;19.187;4.053;15.134;21,12
3501202;Álvares Florence;2035;74;40;111;98;77;3.205;400;2.805;12,48
3501301;Álvares Machado;2035;834;440;1.172;995;765;23.964;4.206;19.758;17,55
3501400;Álvaro de Carvalho;2035;220;113;287;235;163;5.491;1.018;4.473;18,54
3501509;Alvinlândia;2035;167;86;218;178;135;3.343;784;2.559;23,45
3501608;Americana;2035;8.172;4.234;11.225;9.753;7.776;248.712;41.160;207.552;16,55
